District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	EMPLOYMENT GROWTH	5
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	PUBLIC TRANSPORT	7
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	LAW & ORDER	7
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	CASTE POLARISTION	0
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	COMMUNAL POLARISATION	4
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	WATER	4
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	EDUCATION	5
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	EMPLOYMENT GROWTH	4
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	LAW & ORDER	8
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	CASTE POLARISTION	5
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	14	GOVINDGANJ	PURVI CHAMPARAN	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	WATER	6
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	EDUCATION	5
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	EMPLOYMENT GROWTH	4
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	LAW & ORDER	7
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	CASTE POLARISTION	4
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	COMMUNAL POLARISATION	2
PURVI CHAMPARAN 	15	KESARIA	PURVI CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	WATER	4
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	EDUCATION	4
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	EMPLOYMENT GROWTH	4
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	PUBLIC TRANSPORT	5
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	LAW & ORDER	6
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	CASTE POLARISTION	2
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	COMMUNAL POLARISATION	0
PURVI CHAMPARAN 	16	KALYANPUR	PURVI CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	WATER	4
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	HEALTH SERVICES	4
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	EDUCATION	4
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	EMPLOYMENT GROWTH	3
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	LAW & ORDER	6
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	CASTE POLARISTION	3
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	COMMUNAL POLARISATION	0
PURVI CHAMPARAN 	17	PIPRA	PURVI CHAMPARAN	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	ELECTRICITY	2
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	WATER	4
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	ROAD	6
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	HEALTH SERVICES	4
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	EDUCATION	4
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	EMPLOYMENT GROWTH	3
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	PUBLIC TRANSPORT	5
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	LAW & ORDER	6
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	CASTE POLARISTION	4
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	COMMUNAL POLARISATION	0
PURVI CHAMPARAN 	18	MADHUBAN	SHEOHAR	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	ELECTRICITY	4
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	WATER	4
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	EDUCATION	5
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	EMPLOYMENT GROWTH	5
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	PUBLIC TRANSPORT	7
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	LAW & ORDER	8
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	CASTE POLARISTION	2
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	COMMUNAL POLARISATION	2
PURVI CHAMPARAN 	19	MOTIHARI	PURVI CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	ELECTRICITY	2
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	WATER	4
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	ROAD	6
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	HEALTH SERVICES	4
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	EDUCATION	4
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	EMPLOYMENT GROWTH	3
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	LAW & ORDER	6
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	CASTE POLARISTION	4
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	COMMUNAL POLARISATION	0
PURVI CHAMPARAN 	20	CHIRAIA	SHEOHAR	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	ELECTRICITY	2
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	WATER	6
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	ROAD	6
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	HEALTH SERVICES	4
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	EDUCATION	4
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	EMPLOYMENT GROWTH	3
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	LAW & ORDER	6
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	CASTE POLARISTION	4
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	21	DHAKA	SHEOHAR	COMMUNAL POLARISATION	5
SHEIKHPURA 	170	BARBIGHA	NAWADA	ELECTRICITY	5
SHEIKHPURA 	170	BARBIGHA	NAWADA	WATER	5
SHEIKHPURA 	170	BARBIGHA	NAWADA	ROAD	7
SHEIKHPURA 	170	BARBIGHA	NAWADA	HEALTH SERVICES	6
SHEIKHPURA 	170	BARBIGHA	NAWADA	EDUCATION	3
SHEIKHPURA 	170	BARBIGHA	NAWADA	EMPLOYMENT GROWTH	3
SHEIKHPURA 	170	BARBIGHA	NAWADA	PUBLIC TRANSPORT	6
SHEIKHPURA 	170	BARBIGHA	NAWADA	LAW & ORDER	7
SHEIKHPURA 	170	BARBIGHA	NAWADA	CASTE POLARISTION	6
SHEIKHPURA 	170	BARBIGHA	NAWADA	COMMUNAL POLARISATION	5
SHEIKHPURA 	170	BARBIGHA	NAWADA	COMMUNAL POLARISATION	5
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	ELECTRICITY	5
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	WATER	6
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	ROAD	7
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	HEALTH SERVICES	6
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	EDUCATION	3
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	EMPLOYMENT GROWTH	2
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	PUBLIC TRANSPORT	5
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	LAW & ORDER	6
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	CASTE POLARISTION	6
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	COMMUNAL POLARISATION	5
SHEIKHPURA 	169	SHEIKHPURA	JAMUI	COMMUNAL POLARISATION	5
KHAGARIA	151	PARBATTA	KHAGARIA	ELECTRICITY	5
KHAGARIA	151	PARBATTA	KHAGARIA	WATER	5
KHAGARIA	151	PARBATTA	KHAGARIA	ROAD	7
KHAGARIA	151	PARBATTA	KHAGARIA	HEALTH SERVICES	6
KHAGARIA	151	PARBATTA	KHAGARIA	EDUCATION	3
KHAGARIA	151	PARBATTA	KHAGARIA	EMPLOYMENT GROWTH	3
KHAGARIA	151	PARBATTA	KHAGARIA	PUBLIC TRANSPORT	6
KHAGARIA	151	PARBATTA	KHAGARIA	LAW & ORDER	7
KHAGARIA	151	PARBATTA	KHAGARIA	CASTE POLARISTION	9
KHAGARIA	151	PARBATTA	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	151	PARBATTA	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	150	BELDAUR	KHAGARIA	ELECTRICITY	5
KHAGARIA	150	BELDAUR	KHAGARIA	WATER	6
KHAGARIA	150	BELDAUR	KHAGARIA	ROAD	7
KHAGARIA	150	BELDAUR	KHAGARIA	HEALTH SERVICES	6
KHAGARIA	150	BELDAUR	KHAGARIA	EDUCATION	3
KHAGARIA	150	BELDAUR	KHAGARIA	EMPLOYMENT GROWTH	2
KHAGARIA	150	BELDAUR	KHAGARIA	PUBLIC TRANSPORT	5
KHAGARIA	150	BELDAUR	KHAGARIA	LAW & ORDER	6
KHAGARIA	150	BELDAUR	KHAGARIA	CASTE POLARISTION	8
KHAGARIA	150	BELDAUR	KHAGARIA	COMMUNAL POLARISATION	8
KHAGARIA	150	BELDAUR	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	149	KHAGARIA	KHAGARIA	ELECTRICITY	5
KHAGARIA	149	KHAGARIA	KHAGARIA	WATER	5
KHAGARIA	149	KHAGARIA	KHAGARIA	ROAD	7
KHAGARIA	149	KHAGARIA	KHAGARIA	HEALTH SERVICES	6
KHAGARIA	149	KHAGARIA	KHAGARIA	EDUCATION	3
KHAGARIA	149	KHAGARIA	KHAGARIA	EMPLOYMENT GROWTH	3
KHAGARIA	149	KHAGARIA	KHAGARIA	PUBLIC TRANSPORT	6
KHAGARIA	149	KHAGARIA	KHAGARIA	LAW & ORDER	7
KHAGARIA	149	KHAGARIA	KHAGARIA	CASTE POLARISTION	9
KHAGARIA	149	KHAGARIA	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	149	KHAGARIA	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	148	ALAULI	KHAGARIA	ELECTRICITY	5
KHAGARIA	148	ALAULI	KHAGARIA	WATER	6
KHAGARIA	148	ALAULI	KHAGARIA	ROAD	7
KHAGARIA	148	ALAULI	KHAGARIA	HEALTH SERVICES	6
KHAGARIA	148	ALAULI	KHAGARIA	EDUCATION	4
KHAGARIA	148	ALAULI	KHAGARIA	EMPLOYMENT GROWTH	2
KHAGARIA	148	ALAULI	KHAGARIA	PUBLIC TRANSPORT	6
KHAGARIA	148	ALAULI	KHAGARIA	LAW & ORDER	6
KHAGARIA	148	ALAULI	KHAGARIA	CASTE POLARISTION	9
KHAGARIA	148	ALAULI	KHAGARIA	COMMUNAL POLARISATION	5
KHAGARIA	148	ALAULI	KHAGARIA	COMMUNAL POLARISATION	5
KATIHAR 	63	KATIHAR	KATIHAR	ELECTRICITY	5
KATIHAR 	63	KATIHAR	KATIHAR	WATER	2
KATIHAR 	63	KATIHAR	KATIHAR	ROAD	7
KATIHAR 	63	KATIHAR	KATIHAR	HEALTH SERVICES	6
KATIHAR 	63	KATIHAR	KATIHAR	EDUCATION	3
KATIHAR 	63	KATIHAR	KATIHAR	EMPLOYMENT GROWTH	3
KATIHAR 	63	KATIHAR	KATIHAR	PUBLIC TRANSPORT	6
KATIHAR 	63	KATIHAR	KATIHAR	LAW & ORDER	7
KATIHAR 	63	KATIHAR	KATIHAR	CASTE POLARISTION	6
KATIHAR 	63	KATIHAR	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	63	KATIHAR	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	64	KADWA	KATIHAR	ELECTRICITY	5
KATIHAR 	64	KADWA	KATIHAR	WATER	5
KATIHAR 	64	KADWA	KATIHAR	ROAD	7
KATIHAR 	64	KADWA	KATIHAR	HEALTH SERVICES	6
KATIHAR 	64	KADWA	KATIHAR	EDUCATION	3
KATIHAR 	64	KADWA	KATIHAR	EMPLOYMENT GROWTH	2
KATIHAR 	64	KADWA	KATIHAR	PUBLIC TRANSPORT	5
KATIHAR 	64	KADWA	KATIHAR	LAW & ORDER	6
KATIHAR 	64	KADWA	KATIHAR	CASTE POLARISTION	5
KATIHAR 	64	KADWA	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	64	KADWA	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	65	BALRAMPUR	KATIHAR	ELECTRICITY	5
KATIHAR 	65	BALRAMPUR	KATIHAR	WATER	5
KATIHAR 	65	BALRAMPUR	KATIHAR	ROAD	7
KATIHAR 	65	BALRAMPUR	KATIHAR	HEALTH SERVICES	6
KATIHAR 	65	BALRAMPUR	KATIHAR	EDUCATION	3
KATIHAR 	65	BALRAMPUR	KATIHAR	EMPLOYMENT GROWTH	3
KATIHAR 	65	BALRAMPUR	KATIHAR	PUBLIC TRANSPORT	6
KATIHAR 	65	BALRAMPUR	KATIHAR	LAW & ORDER	4
KATIHAR 	65	BALRAMPUR	KATIHAR	CASTE POLARISTION	3
KATIHAR 	65	BALRAMPUR	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	65	BALRAMPUR	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	66	PRANPUR	KATIHAR	ELECTRICITY	5
KATIHAR 	66	PRANPUR	KATIHAR	WATER	6
KATIHAR 	66	PRANPUR	KATIHAR	ROAD	7
KATIHAR 	66	PRANPUR	KATIHAR	HEALTH SERVICES	6
KATIHAR 	66	PRANPUR	KATIHAR	EDUCATION	4
KATIHAR 	66	PRANPUR	KATIHAR	EMPLOYMENT GROWTH	2
KATIHAR 	66	PRANPUR	KATIHAR	PUBLIC TRANSPORT	6
KATIHAR 	66	PRANPUR	KATIHAR	LAW & ORDER	6
KATIHAR 	66	PRANPUR	KATIHAR	CASTE POLARISTION	4
KATIHAR 	66	PRANPUR	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	66	PRANPUR	KATIHAR	COMMUNAL POLARISATION	4
KATIHAR 	67	MANIHARI	KATIHAR	ELECTRICITY	3
KATIHAR 	67	MANIHARI	KATIHAR	WATER	6
KATIHAR 	67	MANIHARI	KATIHAR	ROAD	3
KATIHAR 	67	MANIHARI	KATIHAR	HEALTH SERVICES	3
KATIHAR 	67	MANIHARI	KATIHAR	EDUCATION	3
KATIHAR 	67	MANIHARI	KATIHAR	EMPLOYMENT GROWTH	2
KATIHAR 	67	MANIHARI	KATIHAR	PUBLIC TRANSPORT	4
KATIHAR 	67	MANIHARI	KATIHAR	LAW & ORDER	4
KATIHAR 	67	MANIHARI	KATIHAR	CASTE POLARISTION	5
KATIHAR 	67	MANIHARI	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	67	MANIHARI	KATIHAR	COMMUNAL POLARISATION	3
KATIHAR 	68	BARARI	KATIHAR	ELECTRICITY	4
KATIHAR 	68	BARARI	KATIHAR	WATER	4
KATIHAR 	68	BARARI	KATIHAR	ROAD	4
KATIHAR 	68	BARARI	KATIHAR	HEALTH SERVICES	5
KATIHAR 	68	BARARI	KATIHAR	EDUCATION	3
KATIHAR 	68	BARARI	KATIHAR	EMPLOYMENT GROWTH	2
KATIHAR 	68	BARARI	KATIHAR	PUBLIC TRANSPORT	5
KATIHAR 	68	BARARI	KATIHAR	LAW & ORDER	5
KATIHAR 	68	BARARI	KATIHAR	CASTE POLARISTION	5
KATIHAR 	68	BARARI	KATIHAR	COMMUNAL POLARISATION	5
KATIHAR 	68	BARARI	KATIHAR	COMMUNAL POLARISATION	4
KATIHAR 	69	KORHA	PURNIA	ELECTRICITY	4
KATIHAR 	69	KORHA	PURNIA	WATER	4
KATIHAR 	69	KORHA	PURNIA	ROAD	4
KATIHAR 	69	KORHA	PURNIA	HEALTH SERVICES	5
KATIHAR 	69	KORHA	PURNIA	EDUCATION	3
KATIHAR 	69	KORHA	PURNIA	EMPLOYMENT GROWTH	2
KATIHAR 	69	KORHA	PURNIA	PUBLIC TRANSPORT	5
KATIHAR 	69	KORHA	PURNIA	LAW & ORDER	5
KATIHAR 	69	KORHA	PURNIA	CASTE POLARISTION	5
KATIHAR 	69	KORHA	PURNIA	COMMUNAL POLARISATION	5
KATIHAR 	69	KORHA	PURNIA	COMMUNAL POLARISATION	4
PURNIA	56	AMOUR	KISHANGANJ	ELECTRICITY	5
PURNIA	56	AMOUR	KISHANGANJ	WATER	2
PURNIA	56	AMOUR	KISHANGANJ	ROAD	4
PURNIA	56	AMOUR	KISHANGANJ	HEALTH SERVICES	4
PURNIA	56	AMOUR	KISHANGANJ	EDUCATION	3
PURNIA	56	AMOUR	KISHANGANJ	EMPLOYMENT GROWTH	3
PURNIA	56	AMOUR	KISHANGANJ	PUBLIC TRANSPORT	5
PURNIA	56	AMOUR	KISHANGANJ	LAW & ORDER	5
PURNIA	56	AMOUR	KISHANGANJ	CASTE POLARISTION	5
PURNIA	56	AMOUR	KISHANGANJ	COMMUNAL POLARISATION	5
PURNIA	56	AMOUR	KISHANGANJ	COMMUNAL POLARISATION	4
PURNIA	57	BAISI	KISHANGANJ	ELECTRICITY	4
PURNIA	57	BAISI	KISHANGANJ	WATER	4
PURNIA	57	BAISI	KISHANGANJ	ROAD	5
PURNIA	57	BAISI	KISHANGANJ	HEALTH SERVICES	5
PURNIA	57	BAISI	KISHANGANJ	EDUCATION	3
PURNIA	57	BAISI	KISHANGANJ	EMPLOYMENT GROWTH	2
PURNIA	57	BAISI	KISHANGANJ	PUBLIC TRANSPORT	5
PURNIA	57	BAISI	KISHANGANJ	LAW & ORDER	5
PURNIA	57	BAISI	KISHANGANJ	CASTE POLARISTION	5
PURNIA	57	BAISI	KISHANGANJ	COMMUNAL POLARISATION	5
PURNIA	57	BAISI	KISHANGANJ	COMMUNAL POLARISATION	4
PURNIA	58	KASBA	PURNIA	ELECTRICITY	4
PURNIA	58	KASBA	PURNIA	WATER	4
PURNIA	58	KASBA	PURNIA	ROAD	5
PURNIA	58	KASBA	PURNIA	HEALTH SERVICES	5
PURNIA	58	KASBA	PURNIA	EDUCATION	2
PURNIA	58	KASBA	PURNIA	EMPLOYMENT GROWTH	2
PURNIA	58	KASBA	PURNIA	PUBLIC TRANSPORT	5
PURNIA	58	KASBA	PURNIA	LAW & ORDER	5
PURNIA	58	KASBA	PURNIA	CASTE POLARISTION	4
PURNIA	58	KASBA	PURNIA	COMMUNAL POLARISATION	5
PURNIA	58	KASBA	PURNIA	COMMUNAL POLARISATION	4
PURNIA	59	BANMANKHI	PURNIA	ELECTRICITY	5
PURNIA	59	BANMANKHI	PURNIA	WATER	6
PURNIA	59	BANMANKHI	PURNIA	ROAD	7
PURNIA	59	BANMANKHI	PURNIA	HEALTH SERVICES	6
PURNIA	59	BANMANKHI	PURNIA	EDUCATION	4
PURNIA	59	BANMANKHI	PURNIA	EMPLOYMENT GROWTH	2
PURNIA	59	BANMANKHI	PURNIA	PUBLIC TRANSPORT	6
PURNIA	59	BANMANKHI	PURNIA	LAW & ORDER	6
PURNIA	59	BANMANKHI	PURNIA	CASTE POLARISTION	4
PURNIA	59	BANMANKHI	PURNIA	COMMUNAL POLARISATION	5
PURNIA	59	BANMANKHI	PURNIA	COMMUNAL POLARISATION	4
PURNIA	60	RUPAULI	PURNIA	ELECTRICITY	4
PURNIA	60	RUPAULI	PURNIA	WATER	5
PURNIA	60	RUPAULI	PURNIA	ROAD	5
PURNIA	60	RUPAULI	PURNIA	HEALTH SERVICES	5
PURNIA	60	RUPAULI	PURNIA	EDUCATION	3
PURNIA	60	RUPAULI	PURNIA	EMPLOYMENT GROWTH	2
PURNIA	60	RUPAULI	PURNIA	PUBLIC TRANSPORT	5
PURNIA	60	RUPAULI	PURNIA	LAW & ORDER	5
PURNIA	60	RUPAULI	PURNIA	CASTE POLARISTION	5
PURNIA	60	RUPAULI	PURNIA	COMMUNAL POLARISATION	5
PURNIA	60	RUPAULI	PURNIA	COMMUNAL POLARISATION	5
PURNIA	61	DHAMDAHA	PURNIA	ELECTRICITY	4
PURNIA	61	DHAMDAHA	PURNIA	WATER	5
PURNIA	61	DHAMDAHA	PURNIA	ROAD	6
PURNIA	61	DHAMDAHA	PURNIA	HEALTH SERVICES	6
PURNIA	61	DHAMDAHA	PURNIA	EDUCATION	3
PURNIA	61	DHAMDAHA	PURNIA	EMPLOYMENT GROWTH	2
PURNIA	61	DHAMDAHA	PURNIA	PUBLIC TRANSPORT	5
PURNIA	61	DHAMDAHA	PURNIA	LAW & ORDER	7
PURNIA	61	DHAMDAHA	PURNIA	CASTE POLARISTION	5
PURNIA	61	DHAMDAHA	PURNIA	COMMUNAL POLARISATION	5
PURNIA	61	DHAMDAHA	PURNIA	COMMUNAL POLARISATION	4
PURNIA	62	PURNIA	PURNIA	ELECTRICITY	5
PURNIA	62	PURNIA	PURNIA	WATER	5
PURNIA	62	PURNIA	PURNIA	ROAD	7
PURNIA	62	PURNIA	PURNIA	HEALTH SERVICES	6
PURNIA	62	PURNIA	PURNIA	EDUCATION	3
PURNIA	62	PURNIA	PURNIA	EMPLOYMENT GROWTH	2
PURNIA	62	PURNIA	PURNIA	PUBLIC TRANSPORT	6
PURNIA	62	PURNIA	PURNIA	LAW & ORDER	8
PURNIA	62	PURNIA	PURNIA	CASTE POLARISTION	5
PURNIA	62	PURNIA	PURNIA	COMMUNAL POLARISATION	5
PURNIA	62	PURNIA	PURNIA	COMMUNAL POLARISATION	5
PATNA	178	MOKAMA	MUNGER	ELECTRICITY	5
PATNA	178	MOKAMA	MUNGER	WATER	3
PATNA	178	MOKAMA	MUNGER	ROAD	5
PATNA	178	MOKAMA	MUNGER	HEALTH SERVICES	5
PATNA	178	MOKAMA	MUNGER	EDUCATION	5
PATNA	178	MOKAMA	MUNGER	EMPLOYMENT GROWTH	1
PATNA	178	MOKAMA	MUNGER	PUBLIC TRANSPORT	5
PATNA	178	MOKAMA	MUNGER	LAW & ORDER	4
PATNA	178	MOKAMA	MUNGER	CASTE POLARISTION	7
PATNA	178	MOKAMA	MUNGER	COMMUNAL POLARISATION	4
PATNA	178	MOKAMA	MUNGER	COMMUNAL POLARISATION	5
PATNA	179	BARH	MUNGER	ELECTRICITY	5
PATNA	179	BARH	MUNGER	WATER	3
PATNA	179	BARH	MUNGER	ROAD	6
PATNA	179	BARH	MUNGER	HEALTH SERVICES	5
PATNA	179	BARH	MUNGER	EDUCATION	5
PATNA	179	BARH	MUNGER	EMPLOYMENT GROWTH	1
PATNA	179	BARH	MUNGER	PUBLIC TRANSPORT	5
PATNA	179	BARH	MUNGER	LAW & ORDER	4
PATNA	179	BARH	MUNGER	CASTE POLARISTION	8
PATNA	179	BARH	MUNGER	COMMUNAL POLARISATION	4
PATNA	179	BARH	MUNGER	COMMUNAL POLARISATION	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	ELECTRICITY	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	WATER	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	ROAD	6
PATNA	180	BAKHTIARPUR	PATNA SAHIB	HEALTH SERVICES	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	EDUCATION	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	180	BAKHTIARPUR	PATNA SAHIB	PUBLIC TRANSPORT	4
PATNA	180	BAKHTIARPUR	PATNA SAHIB	LAW & ORDER	5
PATNA	180	BAKHTIARPUR	PATNA SAHIB	CASTE POLARISTION	8
PATNA	180	BAKHTIARPUR	PATNA SAHIB	COMMUNAL POLARISATION	4
PATNA	180	BAKHTIARPUR	PATNA SAHIB	COMMUNAL POLARISATION	5
PATNA	181	DIGHA	PATNA SAHIB	ELECTRICITY	8
PATNA	181	DIGHA	PATNA SAHIB	WATER	4
PATNA	181	DIGHA	PATNA SAHIB	ROAD	7
PATNA	181	DIGHA	PATNA SAHIB	HEALTH SERVICES	7
PATNA	181	DIGHA	PATNA SAHIB	EDUCATION	5
PATNA	181	DIGHA	PATNA SAHIB	EMPLOYMENT GROWTH	1
PATNA	181	DIGHA	PATNA SAHIB	PUBLIC TRANSPORT	7
PATNA	181	DIGHA	PATNA SAHIB	LAW & ORDER	7
PATNA	181	DIGHA	PATNA SAHIB	CASTE POLARISTION	6
PATNA	181	DIGHA	PATNA SAHIB	COMMUNAL POLARISATION	6
PATNA	181	DIGHA	PATNA SAHIB	COMMUNAL POLARISATION	6
PATNA	182	BANKIPUR	PATNA SAHIB	ELECTRICITY	7
PATNA	182	BANKIPUR	PATNA SAHIB	WATER	3
PATNA	182	BANKIPUR	PATNA SAHIB	ROAD	6
PATNA	182	BANKIPUR	PATNA SAHIB	HEALTH SERVICES	5
