"FORM...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"	"X..108"	"X..109"	"X..110"	"X..111"	"X..112"	"X..113"	"X..114"	"X..115"	"X..116"	"X..117"	"X..118"	"X..119"	"X..120"	"X..121"	"X..122"	"X..123"	"X..124"	"X..125"	"X..126"
"232"	""	""	"ABDUL HAMID"	""	"MANSOOR ALAM"	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	"SAYOGITA SINGH"	""	""	""	"SURYANARAYAN SINGH"	""	""	"ARVIND KUMAR SINGH"	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	""	"PARSHURAM PASWAN"	""	""	"YAMUNA PRASAD YADAV"	""	""	"RAJESHWAR CHOUDHARY"	""	""	"SAVIRURAHAMAN KHAN"	""	""	""	"SHIV PUJAN PASWAN"	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"169"	""	"7"	""	"98"	""	""	"8"	""	""	""	""	"10"	""	""	"7"	""	""	""	"211"	""	""	""	"6"	""	""	""	"2"	""	""	""	"4"	""	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"12"	""	""	""	"3"	""	""	"1"	""	""	"10"	""	""	"2"	""	""	""	""	"6"	""	""	""	"1"	""	""	"27"	""	""	""	""	"3"	""	""	"4"	""	""	"1"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	""	"1"	""	""	""	"5"	""	""	""	""	"439"	""	""	"0"	""	""	"439"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"234"	"170"	""	"3"	""	"29"	""	""	"0"	""	""	""	""	"19"	""	""	"3"	""	""	""	"282"	""	""	""	"7"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	""	"39"	""	""	"5"	""	""	"87"	""	""	""	"2"	""	""	"3"	""	""	"15"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	""	"0"	""	""	""	"2"	""	""	""	"3"	""	""	""	""	"508"	""	""	"0"	""	""	"508"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"235"	"171"	""	"10"	""	"69"	""	""	"1"	""	""	""	""	"8"	""	""	"5"	""	""	""	"271"	""	""	""	"4"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	"9"	""	""	""	"10"	""	""	"0"	""	""	"18"	""	""	"1"	""	""	""	""	"1"	""	""	""	"4"	""	""	"1"	""	""	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	""	"1"	""	""	""	"3"	""	""	""	"3"	""	""	""	"109"	""	""	""	""	"544"	""	""	"0"	""	""	"544"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"236"	"172"	""	"27"	""	"21"	""	""	"17"	""	""	""	""	"42"	""	""	"11"	""	""	""	"269"	""	""	""	"10"	""	""	""	"8"	""	""	""	"6"	""	""	""	"4"	""	""	""	"5"	""	""	"7"	""	""	"17"	""	""	""	"9"	""	""	"3"	""	""	"6"	""	""	"6"	""	""	""	""	"5"	""	""	""	"13"	""	""	"1"	""	""	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	""	"26"	""	""	""	""	"523"	""	""	"0"	""	""	"523"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"237"	"173"	""	"16"	""	"17"	""	""	"1"	""	""	""	""	"5"	""	""	"4"	""	""	""	"291"	""	""	""	"12"	""	""	""	"1"	""	""	""	"3"	""	""	""	"4"	""	""	""	"1"	""	""	"3"	""	""	"0"	""	""	""	"2"	""	""	"2"	""	""	"7"	""	""	"10"	""	""	""	""	"4"	""	""	""	"3"	""	""	"2"	""	""	""	""	"2"	""	""	"3"	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	""	"7"	""	""	""	""	"405"	""	""	"0"	""	""	"405"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"238"	"174"	""	"4"	""	"56"	""	""	"7"	""	""	""	""	"21"	""	""	"4"	""	""	""	"60"	""	""	""	"2"	""	""	""	"2"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	"8"	""	""	""	"9"	""	""	"3"	""	""	"17"	""	""	"4"	""	""	""	""	"0"	""	""	""	"9"	""	""	"0"	""	""	""	""	"4"	""	""	"1"	""	""	"2"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	""	"4"	""	""	""	"139"	""	""	""	""	"366"	""	""	"0"	""	""	"366"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"239"	"175"	""	"79"	""	"151"	""	""	"226"	""	""	""	""	"18"	""	""	"1"	""	""	""	"21"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"4"	""	""	"8"	""	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"10"	""	""	""	""	"2"	""	""	""	"3"	""	""	"0"	""	""	""	""	"3"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	""	"4"	""	""	""	"3"	""	""	""	"2"	""	""	""	"2"	""	""	""	""	"552"	""	""	"0"	""	""	"552"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"240"	"176"	""	"9"	""	"133"	""	""	"182"	""	""	""	""	"8"	""	""	"0"	""	""	""	"3"	""	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	"3"	""	""	"7"	""	""	""	""	"12"	""	""	""	"10"	""	""	"4"	""	""	""	""	"6"	""	""	"5"	""	""	"4"	""	""	"9"	""	""	""	"3"	""	""	""	"4"	""	""	""	"3"	""	""	""	"6"	""	""	""	""	"421"	""	""	"0"	""	""	"421"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"241"	"177"	""	"14"	""	"3"	""	""	"6"	""	""	""	""	"122"	""	""	"8"	""	""	""	"2"	""	""	""	"3"	""	""	""	"5"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	"7"	""	""	""	"1"	""	""	"0"	""	""	"9"	""	""	"1"	""	""	""	""	"0"	""	""	""	"1"	""	""	"13"	""	""	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	""	"5"	""	""	""	"64"	""	""	""	"3"	""	""	""	"3"	""	""	""	""	"279"	""	""	"0"	""	""	"279"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"242"	"178"	""	"30"	""	"137"	""	""	"244"	""	""	""	""	"8"	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	"2"	""	""	"4"	""	""	""	"5"	""	""	"2"	""	""	"20"	""	""	"4"	""	""	""	""	"5"	""	""	""	"5"	""	""	"1"	""	""	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"6"	""	""	""	"1"	""	""	""	"4"	""	""	""	"2"	""	""	""	"2"	""	""	""	""	"494"	""	""	"0"	""	""	"494"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"243"	"179"	""	"76"	""	"72"	""	""	"427"	""	""	""	""	"11"	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"2"	""	""	"10"	""	""	""	"5"	""	""	"0"	""	""	"14"	""	""	"1"	""	""	""	""	"1"	""	""	""	"5"	""	""	"2"	""	""	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"3"	""	""	""	"2"	""	""	""	"22"	""	""	""	"0"	""	""	""	"4"	""	""	""	""	"670"	""	""	"0"	""	""	"670"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"244"	"180"	""	"24"	""	"57"	""	""	"161"	""	""	""	""	"25"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	"2"	""	""	"6"	""	""	""	"0"	""	""	"1"	""	""	"10"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"3"	""	""	""	""	"295"	""	""	"0"	""	""	"295"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"245"	"181"	""	"11"	""	"54"	""	""	"304"	""	""	""	""	"47"	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	"2"	""	""	"0"	""	""	"5"	""	""	""	"2"	""	""	"2"	""	""	"20"	""	""	"0"	""	""	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	"3"	""	""	""	""	"461"	""	""	"0"	""	""	"461"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"246"	"182"	""	"6"	""	"14"	""	""	"4"	""	""	""	""	"112"	""	""	"4"	""	""	""	"7"	""	""	""	"7"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	"1"	""	""	"21"	""	""	"38"	""	""	""	"1"	""	""	"1"	""	""	"7"	""	""	"4"	""	""	""	""	"83"	""	""	""	"9"	""	""	"7"	""	""	""	""	"4"	""	""	"6"	""	""	"2"	""	""	"1"	""	""	""	"8"	""	""	""	"9"	""	""	""	"1"	""	""	""	"38"	""	""	""	""	"398"	""	""	"0"	""	""	"398"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"247"	"FORM - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"[See rule 56(7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"(To be used for recording the result of voting at polling stations other than notified polling stations)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Election to the Legislative assembly from the 141-BARARI constituency.                                                  Part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"252"	"(To be used both for Parliamentary and Assembly elections                                                              Total No. of Electors in Assembly constituency/Segment ............................. Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"Serial No. of Polling Station"	""	""	""	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	""	""	"No. of rejected votes"	""	"TOTAL"	""	"No. of tendered Votes"	""	""	""
"254"	""	""	""	""	""	""	"ABDUL HAMID"	""	""	""	"MANSOOR ALAM"	""	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	""	"SAYOGITA SINGH"	""	""	"SURYANARAYAN SINGH"	""	""	""	"ARVIND KUMAR SINGH"	""	""	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	"PARSHURAM PASWAN"	""	""	""	"YAMUNA PRASAD YADAV"	""	"RAJESHWAR CHOUDHARY"	""	""	""	"SAVIRURAHAMAN KHAN"	""	""	"SHIV PUJAN PASWAN"	""	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"183"	""	""	""	""	""	"17"	""	""	""	"89"	""	""	""	"34"	""	""	""	""	"572"	""	""	""	"36"	""	""	""	"14"	""	""	""	""	"5"	""	""	""	"3"	""	""	""	"6"	""	""	""	"5"	""	""	"0"	""	""	"13"	""	""	""	"11"	""	""	"2"	""	""	""	"1"	""	""	""	""	"3"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"814"	""	""	""	""	"0"	""	"814"	""	"0"	""	""	""
"256"	"184"	""	""	""	""	""	"4"	""	""	""	"6"	""	""	""	"10"	""	""	""	""	"778"	""	""	""	"9"	""	""	""	"6"	""	""	""	""	"5"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"827"	""	""	""	""	"0"	""	"827"	""	"0"	""	""	""
"257"	"185"	""	""	""	""	""	"92"	""	""	""	"56"	""	""	""	"363"	""	""	""	""	"215"	""	""	""	"13"	""	""	""	"5"	""	""	""	""	"3"	""	""	""	"1"	""	""	""	"4"	""	""	""	"2"	""	""	"1"	""	""	"5"	""	""	""	"14"	""	""	"3"	""	""	""	"5"	""	""	""	""	"18"	""	""	"4"	""	""	""	"6"	""	""	""	"35"	""	""	"9"	""	""	""	"3"	""	""	""	"3"	""	"1"	""	""	""	"2"	""	""	"7"	""	""	""	""	"2"	""	""	""	"2"	""	""	""	"11"	""	""	""	""	"885"	""	""	""	""	"0"	""	"885"	""	"0"	""	""	""
"258"	"186"	""	""	""	""	""	"144"	""	""	""	"99"	""	""	""	"378"	""	""	""	""	"46"	""	""	""	"10"	""	""	""	"2"	""	""	""	""	"4"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	"2"	""	""	"4"	""	""	""	"0"	""	""	"3"	""	""	""	"1"	""	""	""	""	"13"	""	""	"8"	""	""	""	"4"	""	""	""	"18"	""	""	"2"	""	""	""	"5"	""	""	""	"3"	""	"3"	""	""	""	"4"	""	""	"2"	""	""	""	""	"4"	""	""	""	"1"	""	""	""	"12"	""	""	""	""	"776"	""	""	""	""	"0"	""	"776"	""	"0"	""	""	""
"259"	"Total no. of votes record at polling station"	""	""	""	""	""	"2555"	""	""	""	"17311"	""	""	""	"18542"	""	""	""	""	"18070"	""	""	""	"1635"	""	""	""	"5507"	""	""	""	""	"1335"	""	""	""	"768"	""	""	""	"939"	""	""	""	"516"	""	""	"2259"	""	""	"1334"	""	""	""	"13887"	""	""	"1035"	""	""	""	"748"	""	""	""	""	"2813"	""	""	"973"	""	""	""	"1526"	""	""	""	"1103"	""	""	"1216"	""	""	""	"732"	""	""	""	"359"	""	"373"	""	""	""	"479"	""	""	"4008"	""	""	""	""	"596"	""	""	""	"562"	""	""	""	"2214"	""	""	""	""	"103395"	""	""	""	""	"0"	""	"103395"	""	"0"	""	""	""
"260"	"Nombers of votes record on postal ballot papers. (To be filled in the case of electon from an assembly constituency)"	""	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"0"	""	""	""
"261"	"Total votes polled"	""	""	""	""	""	"2555"	""	""	""	"17311"	""	""	""	"18542"	""	""	""	""	"18070"	""	""	""	"1635"	""	""	""	"5507"	""	""	""	""	"1335"	""	""	""	"768"	""	""	""	"939"	""	""	""	"516"	""	""	"2259"	""	""	"1334"	""	""	""	"13887"	""	""	"1035"	""	""	""	"748"	""	""	""	""	"2813"	""	""	"973"	""	""	""	"1526"	""	""	""	"1103"	""	""	"1216"	""	""	""	"732"	""	""	""	"359"	""	"373"	""	""	""	"479"	""	""	"4008"	""	""	""	""	"596"	""	""	""	"562"	""	""	""	"2214"	""	""	""	""	"103395"	""	""	""	""	"0"	""	"103395"	""	"0"	""	""	""
"262"	"Place ----------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"263"	"Date :-------------------------------------                                                                                                          Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
