"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"
"319"	"Sl. No."	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	""	""	""	""	""	""	"No. of"	""	""	""	""	""	""	""	"Total no. of"	""	""	""	""	""	""	"Total No."	""	""	""	""	""	""
"320"	"of"	""	"AJAY PASWAN"	""	""	"JITAN  RAM MANJHI"	""	""	""	""	"VIJAY PRASAD"	""	""	""	""	"RAJENDRA RAJVANSHI"	""	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	""	""	"CHANDRA MANJHI"	""	""	""	""	""	""	""	"DHANANJAY PASWAN"	""	""	""	""	""	"NARESH RAM"	""	""	""	""	""	""	"RAJKUMAR MANJHI"	""	""	""	""	""	""	"RAM AADHAR CHAUDHARY"	""	""	""	""	""	""	"RAM NARESH PRASAD"	""	""	""	""	""	"SHIV SHANKAR PRASAD"	""	""	""	""	""	""	""	"No. of"	""	""	""	""	""	""	"rejected"	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	"of tendered"	""	""	""	""	""	""
"321"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"valid votes"	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""
"322"	"Station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"1"	""	"2"	""	""	"3"	""	""	""	""	"4"	""	""	""	""	"5"	""	""	""	""	""	"6"	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"9"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	"11"	""	""	""	""	""	""	"12"	""	""	""	""	""	"13"	""	""	""	""	""	""	""	"14"	""	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"16"	""	""	""	""	""	""	"17"	""	""	""	""	""	""
"324"	"183"	""	"326"	""	""	"160"	""	""	""	""	"48"	""	""	""	""	"2"	""	""	""	""	""	"22"	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"3"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"4"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"584"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"584"	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"184"	""	"19"	""	""	"236"	""	""	""	""	"5"	""	""	""	""	"0"	""	""	""	""	""	"108"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"4"	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"5"	""	""	""	""	""	"17"	""	""	""	""	""	""	""	"407"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"407"	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"185"	""	"274"	""	""	"87"	""	""	""	""	"6"	""	""	""	""	"3"	""	""	""	""	""	"6"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"385"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"385"	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"186"	""	"165"	""	""	"112"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"4"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"284"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"284"	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"187"	""	"7"	""	""	"387"	""	""	""	""	"9"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"410"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"410"	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"188"	""	"40"	""	""	"75"	""	""	""	""	"3"	""	""	""	""	"1"	""	""	""	""	""	"18"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"3"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"2"	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"175"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"175"	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"189"	""	"32"	""	""	"118"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	"6"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"167"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"167"	""	""	""	""	""	""	""	""	""	""	""	""	""
"331"	"190"	""	"111"	""	""	"268"	""	""	""	""	"6"	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"2"	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"408"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"408"	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	"191"	""	"175"	""	""	"37"	""	""	""	""	"5"	""	""	""	""	"2"	""	""	""	""	""	"4"	""	""	""	""	""	"8"	""	""	""	""	""	""	""	"5"	""	""	""	""	""	"4"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"246"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"246"	""	""	""	""	""	""	""	""	""	""	""	""	""
"333"	"192"	""	"668"	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"670"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"670"	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"193"	""	"584"	""	""	"72"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"661"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"661"	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"194"	""	"748"	""	""	"54"	""	""	""	""	"0"	""	""	""	""	"4"	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"812"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"812"	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"195"	""	"245"	""	""	"52"	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"6"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"311"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"311"	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"196"	""	"190"	""	""	"153"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"345"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"345"	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"Total"	""	"3584"	""	""	"1812"	""	""	""	""	"85"	""	""	""	""	"16"	""	""	""	""	""	"179"	""	""	""	""	""	"40"	""	""	""	""	""	""	""	"22"	""	""	""	""	""	"16"	""	""	""	""	""	""	"17"	""	""	""	""	""	""	"16"	""	""	""	""	""	""	"19"	""	""	""	""	""	"59"	""	""	""	""	""	""	""	"5865"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"5865"	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"Sl. No."	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	""	""	""	""	""	""	"No. of"	""	""	""	""	""	""	""	"Total no."	""	""	""	""	""	"Total No."	""	""	""	""	""	""
"340"	"of"	""	"AJAY PASWAN"	""	""	"JITAN  RAM MANJHI"	""	""	""	""	"VIJAY PRASAD"	""	""	""	""	""	"RAJENDRA RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	""	""	""	"CHANDRA MANJHI"	""	""	""	""	""	""	""	"DHANANJAY PASWAN"	""	""	""	""	""	"NARESH RAM"	""	""	""	""	""	""	"RAJKUMAR MANJHI"	""	""	""	""	""	""	""	"RAM AADHAR CHAUDHARY"	""	""	""	""	""	"RAM NARESH PRASAD"	""	""	""	""	""	""	"SHIV SHANKAR PRASAD"	""	""	""	""	""	""	"No. of"	""	""	""	""	""	""	"rejected"	""	""	""	""	""	""	""	"of votes"	""	""	""	""	""	"of"	""	""	""	""	""	""
"341"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"valid votes"	""	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	"tendered"	""	""	""	""	""	""
"342"	"Station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""
"343"	"1"	""	"2"	""	""	"3"	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	"6"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"9"	""	""	""	""	""	""	"10"	""	""	""	""	""	""	""	"11"	""	""	""	""	""	"12"	""	""	""	""	""	""	"13"	""	""	""	""	""	""	"14"	""	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"16"	""	""	""	""	""	"17"	""	""	""	""	""	""
"344"	"197"	""	"471"	""	""	"137"	""	""	""	""	"42"	""	""	""	""	""	"9"	""	""	""	""	"100"	""	""	""	""	""	""	"11"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"9"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"4"	""	""	""	""	""	""	"6"	""	""	""	""	""	""	"798"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"798"	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"198"	""	"670"	""	""	"9"	""	""	""	""	"3"	""	""	""	""	""	"10"	""	""	""	""	"46"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	"750"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"750"	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"199"	""	"143"	""	""	"82"	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	"7"	""	""	""	""	""	""	"5"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	"5"	""	""	""	""	""	""	"251"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"251"	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"200"	""	"65"	""	""	"12"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"330"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"410"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"410"	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"201"	""	"204"	""	""	"39"	""	""	""	""	"9"	""	""	""	""	""	"16"	""	""	""	""	"264"	""	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"10"	""	""	""	""	""	"27"	""	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"4"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	"601"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"601"	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"202"	""	"350"	""	""	"278"	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"635"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"635"	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"203"	""	"129"	""	""	"161"	""	""	""	""	"10"	""	""	""	""	""	"5"	""	""	""	""	"27"	""	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"6"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"4"	""	""	""	""	""	""	"13"	""	""	""	""	""	""	"377"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"377"	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"204"	""	"33"	""	""	"38"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"235"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"310"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"310"	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"205"	""	"35"	""	""	"440"	""	""	""	""	"3"	""	""	""	""	""	"2"	""	""	""	""	"394"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"880"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"880"	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"206"	""	"629"	""	""	"174"	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"812"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"812"	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"207"	""	"23"	""	""	"166"	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	"276"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"8"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"480"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"480"	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"208"	""	"373"	""	""	"26"	""	""	""	""	"1"	""	""	""	""	""	"3"	""	""	""	""	"145"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"3"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"10"	""	""	""	""	""	""	"8"	""	""	""	""	""	""	"592"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"592"	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"209"	""	"934"	""	""	"13"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"5"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"28"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"984"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"984"	""	""	""	""	""	""	""	""	""	""	""	""
"357"	"210"	""	"142"	""	""	"274"	""	""	""	""	"31"	""	""	""	""	""	"9"	""	""	""	""	"61"	""	""	""	""	""	""	"25"	""	""	""	""	""	""	""	"10"	""	""	""	""	""	"11"	""	""	""	""	""	""	"25"	""	""	""	""	""	""	""	"11"	""	""	""	""	""	"16"	""	""	""	""	""	""	"18"	""	""	""	""	""	""	"633"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"633"	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Total"	""	"4201"	""	""	"1849"	""	""	""	""	"106"	""	""	""	""	""	"60"	""	""	""	""	"1892"	""	""	""	""	""	""	"78"	""	""	""	""	""	""	""	"39"	""	""	""	""	""	"72"	""	""	""	""	""	""	"75"	""	""	""	""	""	""	""	"33"	""	""	""	""	""	"45"	""	""	""	""	""	""	"63"	""	""	""	""	""	""	"8513"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"8513"	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"Sl. No."	""	"Number of Vallid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL"	""	""	""	""	""	"No. of"	""	""	""	""	""	""	""	"Total no."	""	""	""	""	""	"Total No."	""	""	""	""	""	""
"360"	"of"	""	"AJAY PASWAN"	""	""	"JITAN  RAM MANJHI"	""	""	""	""	"VIJAY PRASAD"	""	""	""	""	""	"RAJENDRA RAJVANSHI"	""	""	""	""	"SHYAMDEO PASWAN"	""	""	""	""	""	"CHANDRA MANJHI"	""	""	""	""	""	""	""	"DHANANJAY PASWAN"	""	""	""	""	""	""	"NARESH RAM"	""	""	""	""	""	"RAJKUMAR MANJHI"	""	""	""	""	""	""	""	"RAM AADHAR CHAUDHARY"	""	""	""	""	""	""	"RAM NARESH PRASAD"	""	""	""	""	""	""	"SHIV SHANKAR PRASAD"	""	""	""	""	""	""	""	"No. of"	""	""	""	""	""	"rejected"	""	""	""	""	""	""	""	"of votes"	""	""	""	""	""	"of"	""	""	""	""	""	""
"361"	"Polling"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"valid votes"	""	""	""	""	""	"votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	"tendered"	""	""	""	""	""	""
"362"	"Station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"votes"	""	""	""	""	""	""
"363"	"1"	""	"2"	""	""	"3"	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	"6"	""	""	""	""	""	"7"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	""	"9"	""	""	""	""	""	"10"	""	""	""	""	""	""	""	"11"	""	""	""	""	""	""	"12"	""	""	""	""	""	""	"13"	""	""	""	""	""	""	""	"14"	""	""	""	""	""	"15"	""	""	""	""	""	""	""	"16"	""	""	""	""	""	"17"	""	""	""	""	""	""
"364"	"211"	""	"24"	""	""	"330"	""	""	""	""	"1"	""	""	""	""	""	"63"	""	""	""	""	"97"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"3"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"538"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"538"	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"212"	""	"369"	""	""	"113"	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	"11"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"4"	""	""	""	""	""	"5"	""	""	""	""	""	""	""	"5"	""	""	""	""	""	""	"24"	""	""	""	""	""	""	"9"	""	""	""	""	""	""	""	"556"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"556"	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"213"	""	"373"	""	""	"71"	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	"8"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"15"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"475"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"475"	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"214"	""	"29"	""	""	"96"	""	""	""	""	"6"	""	""	""	""	""	"9"	""	""	""	""	"29"	""	""	""	""	""	"6"	""	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"3"	""	""	""	""	""	"118"	""	""	""	""	""	""	""	"22"	""	""	""	""	""	""	"7"	""	""	""	""	""	""	"18"	""	""	""	""	""	""	""	"345"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"345"	""	""	""	""	""	""	""	""	""	""	""	""
"368"	"215"	""	"16"	""	""	"326"	""	""	""	""	"5"	""	""	""	""	""	"0"	""	""	""	""	"39"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	"21"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"419"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"419"	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"216"	""	"1036"	""	""	"3"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"3"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1045"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1045"	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"217"	""	"721"	""	""	"3"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"725"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"725"	""	""	""	""	""	""	""	""	""	""	""	""
