"FORM....20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"
"263"	"179"	"13"	""	"141"	""	"264"	""	"12"	""	""	"4"	""	"6"	""	""	"2"	""	""	"6"	""	""	"5"	""	""	"4"	""	""	"4"	""	""	"1"	""	"3"	""	""	"5"	""	""	"20"	""	""	"19"	""	""	""	"14"	""	""	""	"2"	""	""	"4"	""	""	"1"	""	""	"4"	""	"3"	""	"1"	""	""	"2"	""	"0"	""	""	"1"	""	""	"3"	""	""	"6"	""	""	"2"	""	""	"8"	""	"2"	""	""	"4"	""	""	"566"	""	""	""	"566"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"264"	"180"	"11"	""	"125"	""	"95"	""	"119"	""	""	"5"	""	"2"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"7"	""	""	"5"	""	""	"5"	""	"3"	""	""	"12"	""	""	"35"	""	""	"5"	""	""	""	"2"	""	""	""	"1"	""	""	"3"	""	""	"5"	""	""	"3"	""	"0"	""	"1"	""	""	"1"	""	"1"	""	""	"2"	""	""	"3"	""	""	"58"	""	""	"4"	""	""	"2"	""	"6"	""	""	"2"	""	""	"531"	""	""	""	"531"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"265"	"181"	"20"	""	"414"	""	"59"	""	"6"	""	""	"3"	""	"0"	""	""	"2"	""	""	"10"	""	""	"5"	""	""	"3"	""	""	"1"	""	""	"2"	""	"1"	""	""	"4"	""	""	"30"	""	""	"8"	""	""	""	"6"	""	""	""	"11"	""	""	"1"	""	""	"1"	""	""	"1"	""	"4"	""	"0"	""	""	"1"	""	"2"	""	""	"0"	""	""	"0"	""	""	"5"	""	""	"3"	""	""	"3"	""	"3"	""	""	"5"	""	""	"614"	""	""	""	"614"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"266"	"182"	"14"	""	"230"	""	"44"	""	"53"	""	""	"1"	""	"2"	""	""	"1"	""	""	"3"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	"4"	""	""	"1"	""	""	"17"	""	""	"11"	""	""	""	"1"	""	""	""	"5"	""	""	"2"	""	""	"5"	""	""	"5"	""	"5"	""	"3"	""	""	"5"	""	"2"	""	""	"2"	""	""	"3"	""	""	"48"	""	""	"3"	""	""	"4"	""	"5"	""	""	"15"	""	""	"497"	""	""	""	"497"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"267"	"FORM  - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"268"	"[See rule 56(7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"269"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"270"	"(To be used for recording the result of voting at polling stations other than notified polling stations)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"271"	"Election to the Legislative assembly from the 143-KADWA constituency.                                                                          Part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"272"	"(To be used both for Parliamentary and Assembly elections                                                             Total No. of Electors in Assembly constituency/Segment ..................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"273"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"274"	"Serial No. of Polling Station"	""	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	"TOTAL"	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""
"275"	""	""	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"276"	"183"	""	""	"16"	""	"41"	""	"392"	""	"10"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"3"	""	""	""	"6"	""	""	""	"3"	""	""	"4"	""	""	"1"	""	"0"	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"490"	""	""	"0"	""	"490"	""	"0"	""	""	""	""	""	""	""	""
"277"	"184"	""	""	"8"	""	"27"	""	"516"	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"1"	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"5"	""	""	"1"	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"4"	""	"0"	""	""	"5"	""	""	"1"	""	""	"0"	""	""	"579"	""	""	"0"	""	"579"	""	"0"	""	""	""	""	""	""	""	""
"278"	"185"	""	""	"38"	""	"405"	""	"142"	""	"23"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"5"	""	""	"1"	""	"3"	""	""	"5"	""	""	"5"	""	""	"6"	""	""	"10"	""	""	"42"	""	""	"17"	""	""	""	"12"	""	""	""	"7"	""	""	"5"	""	""	"7"	""	"3"	""	"15"	""	"5"	""	""	"4"	""	""	"1"	""	""	"4"	""	""	"5"	""	""	"21"	""	"14"	""	""	"22"	""	""	"14"	""	""	"21"	""	""	"866"	""	""	"0"	""	"866"	""	"0"	""	""	""	""	""	""	""	""
"279"	"186"	""	""	"20"	""	"253"	""	"25"	""	"20"	""	""	"2"	""	""	"0"	""	""	"5"	""	""	"5"	""	""	"2"	""	"0"	""	""	"1"	""	""	"4"	""	""	"1"	""	""	"11"	""	""	"44"	""	""	"34"	""	""	""	"1"	""	""	""	"7"	""	""	"2"	""	""	"4"	""	"6"	""	"6"	""	"2"	""	""	"2"	""	""	"1"	""	""	"4"	""	""	"4"	""	""	"81"	""	"2"	""	""	"4"	""	""	"10"	""	""	"17"	""	""	"580"	""	""	"0"	""	"580"	""	"0"	""	""	""	""	""	""	""	""
"280"	"Total no. of votes record at polling station"	""	""	"4976"	""	"35289"	""	"6879"	""	"14526"	""	""	"689"	""	""	"368"	""	""	"1146"	""	""	"3173"	""	""	"471"	""	"481"	""	""	"443"	""	""	"713"	""	""	"530"	""	""	"1085"	""	""	"12086"	""	""	"2347"	""	""	""	"886"	""	""	""	"653"	""	""	"1078"	""	""	"648"	""	"392"	""	"700"	""	"248"	""	""	"346"	""	""	"265"	""	""	"389"	""	""	"522"	""	""	"12729"	""	"785"	""	""	"981"	""	""	"2890"	""	""	"1539"	""	""	"110253"	""	""	"0"	""	"110253"	""	"0"	""	""	""	""	""	""	""	""
"281"	"Nombers of votes record on postal ballot papers. (To be filled in the case of electon from an assembly constituency)"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	""	""	""	""	""	""
"282"	"Total votes polled"	""	""	"4976"	""	"35289"	""	"6879"	""	"14526"	""	""	"689"	""	""	"368"	""	""	"1146"	""	""	"3173"	""	""	"471"	""	"481"	""	""	"443"	""	""	"713"	""	""	"530"	""	""	"1085"	""	""	"12086"	""	""	"2347"	""	""	""	"886"	""	""	""	"653"	""	""	"1078"	""	""	"648"	""	"392"	""	"700"	""	"248"	""	""	"346"	""	""	"265"	""	""	"389"	""	""	"522"	""	""	"12729"	""	"785"	""	""	"981"	""	""	"2890"	""	""	"1539"	""	""	"110253"	""	""	"0"	""	"110253"	""	"0"	""	""	""	""	""	""	""	""
"283"	"Place ----------------------------------------"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"284"	"Date :-------------------------------------                                                                                                                 Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
