"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"
"656"	"170"	"471"	""	""	""	""	"0"	""	""	"95"	""	""	"6"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	"3"	""	""	""	""	"1"	""	"1"	""	"571"	""	""	""	""	""	""	""	""	""	""	""	""
"657"	"171"	"368"	""	""	""	""	"1"	""	""	"52"	""	""	"1"	""	""	"4"	""	""	""	"5"	""	""	""	"5"	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"43E"	""	""	""	""	""	""	""	""	""	""	""	""
"658"	"172"	"180"	""	""	""	""	"5"	""	""	"24"	""	""	"4"	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	"3"	""	""	""	""	"0"	""	"0"	""	"22("	""	""	""	""	""	""	""	""	""	""	""	""
"659"	"173"	"391"	""	""	""	""	"5"	""	""	"29"	""	""	"0"	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	"1"	""	""	""	""	"0"	""	"0"	""	"43"	""	""	""	""	""	""	""	""	""	""	""	""
"660"	"174"	"114"	""	""	""	""	"2"	""	""	"201"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	""	""	"0"	""	"0"	""	"32'"	""	""	""	""	""	""	""	""	""	""	""	""
"661"	"175"	"160"	""	""	""	""	"2"	""	""	"30"	""	""	"12"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	"1"	""	"'                                       20"	""	""	""	""	""	""	""	""	""	""	""	""
"662"	"176"	"266"	""	""	""	""	"8"	""	""	"113"	""	""	"3"	""	""	"2"	""	""	""	"1"	""	""	""	"4"	""	""	"1"	""	""	""	""	"0"	""	"1"	""	"39!"	""	""	""	""	""	""	""	""	""	""	""	""
"663"	"177"	"50"	""	""	""	""	"4"	""	""	"256"	""	""	"9"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	"0"	""	"32("	""	""	""	""	""	""	""	""	""	""	""	""
"664"	"178"	"171"	""	""	""	""	"4"	""	""	"118"	""	""	"5"	""	""	"2"	""	""	""	"4"	""	""	""	"1"	""	""	"1"	""	""	""	""	"0"	""	"2"	""	"30!"	""	""	""	""	""	""	""	""	""	""	""	""
"665"	"179"	"169"	""	""	""	""	"1"	""	""	"18"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	"1"	""	""	""	""	"0"	""	"0"	""	"19"	""	""	""	""	""	""	""	""	""	""	""	""
"666"	"180"	"65"	""	""	""	""	"0"	""	""	"255"	""	""	"6"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	"1"	""	"33("	""	""	""	""	""	""	""	""	""	""	""	""
"667"	"181"	"179"	""	""	""	""	"1"	""	""	"10"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"19t"	""	""	""	""	""	""	""	""	""	""	""	""
"668"	"182"	"315"	""	""	""	""	"2"	""	""	"70"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	"0"	""	""	""	""	"0"	""	"1"	""	"391"	""	""	""	""	""	""	""	""	""	""	""	""
"669"	"183"	"95"	""	""	""	""	"2"	""	""	"60"	""	""	"8"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	""	"1"	""	"1"	""	"161"	""	""	""	""	""	""	""	""	""	""	""	""
"670"	"184"	"86"	""	""	""	""	"2"	""	""	"86"	""	""	"3"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"17"	""	""	""	""	""	""	""	""	""	""	""	""
"671"	"185"	"336"	""	""	""	""	"4"	""	""	"67"	""	""	"3"	""	""	"3"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	"0"	""	"41!"	""	""	""	""	""	""	""	""	""	""	""	""
"672"	"186"	"184"	""	""	""	""	"5"	""	""	"136"	""	""	"5"	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	"1"	""	"33!"	""	""	""	""	""	""	""	""	""	""	""	""
"673"	"187"	"366"	""	""	""	""	"1"	""	""	"10"	""	""	"4"	""	""	"3"	""	""	""	". 1"	""	""	""	"1"	""	""	"0"	""	""	""	""	"3"	""	"1"	""	"39("	""	""	""	""	""	""	""	""	""	""	""	""
"674"	"188"	"315"	""	""	""	""	"5"	""	""	"119"	""	""	"6"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	"1"	""	"44"	""	""	""	""	""	""	""	""	""	""	""	""
"675"	"189"	"250"	""	""	""	""	"1"	""	""	"95"	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	"1"	""	"35"	""	""	""	""	""	""	""	""	""	""	""	""
"676"	"190"	"199"	""	""	""	""	"4"	""	""	"146"	""	""	"1"	""	""	"0"	""	""	""	"3"	""	""	""	"2"	""	""	"0"	""	""	""	""	"0"	""	"1"	""	"351"	""	""	""	""	""	""	""	""	""	""	""	""
"677"	"191"	"236"	""	""	""	""	"4"	""	""	"4"	""	""	"3"	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"24!"	""	""	""	""	""	""	""	""	""	""	""	""
"678"	"192"	"376"	""	""	""	""	"8"	""	""	"8"	""	""	"11"	""	""	"3"	""	""	""	"1"	""	""	""	"3"	""	""	"3"	""	""	""	""	"1"	""	"0"	""	"41"	""	""	""	""	""	""	""	""	""	""	""	""
"679"	"193"	"205"	""	""	""	""	"6"	""	""	"21"	""	""	"7"	""	""	"0"	""	""	""	"1"	""	""	""	"8"	""	""	"1"	""	""	""	""	"1"	""	"4"	""	"25"	""	""	""	""	""	""	""	""	""	""	""	""
"680"	"194"	"318"	""	""	""	""	"5"	""	""	"5"	""	""	"1"	""	""	"12"	""	""	""	"9"	""	""	""	"0"	""	""	"3"	""	""	""	""	"0"	""	"2"	""	"351"	""	""	""	""	""	""	""	""	""	""	""	""
"681"	"195"	"435"	""	""	""	""	"4"	""	""	"17"	""	""	"8"	""	""	"2"	""	""	""	"17"	""	""	""	"2"	""	""	"2"	""	""	""	""	"1"	""	"3"	""	"491"	""	""	""	""	""	""	""	""	""	""	""	""
"682"	"196"	"329"	""	""	""	""	"1"	""	""	"38"	""	""	"2"	""	""	"1"	""	""	""	"0"	""	""	""	"3"	""	""	"0"	""	""	""	""	"1"	""	"1"	""	"371"	""	""	""	""	""	""	""	""	""	""	""	""
"683"	"197"	"405"	""	""	""	""	"8"	""	""	"84"	""	""	"2"	""	""	"0"	""	""	""	"1"	""	""	""	"4"	""	""	"3"	""	""	""	""	"0"	""	"5"	""	"51"	""	""	""	""	""	""	""	""	""	""	""	""
"684"	"198"	"371"	""	""	""	""	"4"	""	""	"4"	""	""	"1"	""	""	"3"	""	""	""	"7"	""	""	""	"10"	""	""	"4"	""	""	""	""	"0"	""	"0"	""	"404"	""	""	""	""	""	""	""	""	""	""	""	""
"685"	"199"	"228"	""	""	""	""	"5"	""	""	"121"	""	""	"9"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	"0"	""	"36<"	""	""	""	""	""	""	""	""	""	""	""	""
"686"	"Printed  Usinf! RO/ARO Count/nf! Tool Ver. /.0 of National Informatics Centre.Bihar                                                                                                                             Page 3 o/ 4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"687"	"--'-   ---  -·--   --"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"688"	",ament Constituency :33··BUXAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"689"	"Assembly Constituency  :210 ··Di nara                              "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"690"	"Form-20  (Part-1-8)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"691"	"                                                                                No of Voters :229181"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"692"	"Candidates      E                                                                     No of valid vatl'!s caste In favour t1f                                                 .."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"693"	"Name         0  ,...._                                                                                               z           z                                     0::                                                                            (/)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"694"	"-- -·>"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"695"	".!:;  <                                                    i                  <(                                                                                Cl)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"696"	"I"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"697"	"\".O..  ..!."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"698"	"...."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"699"	"<         0                                   ::!:                                                                    0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"700"	"...    0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"701"	"::c"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"702"	"c        <         z                            0::"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"703"	":::,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"704"	"::,c::"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"705"	".:.!:.:            <(                 (!)                 0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"706"	"z                         CL                                      <("	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"707"	"::!:"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"708"	":'5!"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"709"	"BOOTH   ...  Qi..            >          z                         <(                                        :::,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"710"	"(!)                                        ::c"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"711"	"''            t,I) <      <i5                                                       w            _, ::c       ::c                          w 0::                                                                     -"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"712"	".c ..J        z           z"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"713"	"al               z"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"714"	"0               z ::,c::"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"715"	"0 -"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"716"	"<(                         (jj"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"717"	"NO                         j           z           <C(  <C                                                Z  I-                                                                    cij"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"718"	"''            e o    <           "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"719"	"::,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"720"	"-,            -' <   >         :::, :::,         ::, ::c                                                ...."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"721"	"v'          Q:l f,-    -,               0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"722"	"::c"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"723"	":s     =       fl)  O         (I)  al"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"724"	"I             15            16    17    18          19             Lil                  :Zl     (I) :Z2    23          24    J<;            26    27    :Z!S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"725"	"0            0            0            2            0            0            0                                                     17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"726"	"200             162           2            9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"727"	"201             332           0           16            3            4            1             0            0            0            1                                                       35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"728"	"202             325           1         165            0            0            2            1            0            0            0                                                    491"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"729"	"203             337           6          26            3            9            3            2            0            1            6                                                     39,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"730"	"204             280           1            1            0            3            0            0            0            1            0                                                    28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"731"	"205             183           6         140            8            0            0            5            2            0            0                                                    341"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"732"	"206             178           3      <·109            5            8            9           11            2            2            8                                                    33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"733"	"207             379           8          16            8            2            1             1            1            0            1                                                    41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"734"	"208             233           0          11            1            0            0            1             0            0            0                                                    24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"735"	"209               84           1            8            0            0            0            0            0            0            0                                                      9."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"736"	"210             321           4           16            3            6            1             3            0            1           0                                                    35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"737"	"211             342           1           33            9            3            3            1             3            2            2                                                    391"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"738"	"212             176           3            5            3            2            1            6            5            3            1                                                    201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"739"	"213             240           0            9            0            0            0            0            0            0            0                                                     24"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"740"	"214             345           1          22            o ·       0            0            0            0            0            0                                                     36"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"741"	"215             245           2          44             0            1            0            0            2            0            0                                                     w"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"742"	"216             199           0            5            0            1            0            1            0            0            0                                                     20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"743"	"217             230           0          93            3            0            1             0            0            0            1                                                    32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"744"	"218             199           0            1           0            1           0            0            0            0            1                                                    20,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"745"	"219             213           0            5            0            0            3            1            1            0            0                                                    22,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"746"	"220             403           0          17            3            3          13            5            7            0            7                                                    45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"747"	"221             100           0            4            1            2            0            2            0            0            0                                                     10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"748"	"222             375           1          12            4            1            1            0            1          .0            0                                                    391"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"749"	"223             325           2            6            2            1            0            1            0            0            0                                                    33,"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"750"	"224             303           3          11            6            0            2            2            1             0            1                                                    32"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"751"	"225             358           6          10            8            0            2            5            0            1            1                                                    391"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"752"	"226             468           1            4            7            6            4             1            1           0            2                                                    49"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"753"	"227             257           1          10            2          · 3            2            0            0            0            0                                                     27'"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"754"	"228             244           2          30            6            O,   1            0            0            0            0                                                     28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"755"	"229             308           4          39            4            1           4            2            5            0            2                                                    36"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"756"	"230             373           1          75            2            0            1            1           0            1            1                                                    45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"757"	"231             255           1          95            3            1            2.           2            0            0            0                                                    35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"758"	"232             213           3         111            7            1            8 .         0            0            2            1                                                          34"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"759"	"233  .          312           2          65            4            2            0             0            1            0            0                                                    38"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"760"	"234          ·ra<l9           3          30          21            0            0            0            0            0            0                                                    36."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"761"	"235.<'o        • 103           1        324            1             0            0            0            2            0            0                                                    431"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"762"	"236             183           1          18            0            1            0            0            0            0            0                                                     20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"763"	"237             284           0           16            1            0            1            1           0            1            0                                                     30•"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"764"	"238             564           0          11            2            0            0            0            0            0            0                                                     571"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"765"	"239             202           0            6            0            0            0            0            0            0            0                                                    20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"766"	"240                0           0            0            0            0            0            0            0            0            0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"767"	"241             288           0            6            0            0            0            0            0            0            1                                                    291"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
