state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	MITHLANCHAL	MADHUBANI 	36	10.4.2010  10:43:22 AM	Madhubani 	1	1	1	1	1	1	3	2	1	3	1	4	11	4	10	8	10	10	5	0	6	2	2	5	1	40	5	7	6	4	Brahmin	1	1	2	2	2	1	10	8	8	10	10	0	2	10	1	1	2	1	1	6	1
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	1	1	1	1	1	1	1	1	1	1	4	11	3	10	8	5	10	10	5	10	8	10	10	1	35	4	8	5	3	JHAGIPURI	4	2	2	2	5	8	10	5	10	10	10	0	5	5	1	1	2	6	1	6	3
Bihar	BHOJPUR	GOPALGANJ 	104	10.4.2010  11:25:34 AM	Hathua 	1	2	1	1	1	1	1	1	1	1	1	1	11	5	10	8	10	8	8	7	10	10	10	10	1	28	2	8	5	3	Sonar	2	2	2	2	9	10	8	10	8	10	10	10	0	5	1	1	2	9	3	3	3
Bihar	MITHLANCHAL	MADHUBANI 	39	10.5.2010  9:52:38 AM	Phulparas 	1	1	1	1	1	1	1	1	1	1	1	0	11	0	7		5	5		6	6	5	5		1	25	5	7	3	3	MANDAL	2				6	5		5		6	6	5	5	5	1	1	2	1	14	1	1
Bihar	BHOJPUR	ROHTAS 	213	10.4.2010  10:40:48 AM	Karakat 	1	3	2	1	1	1	3	1	1	1	1	0	11	7	9	8	8	10		6	7	7	7	10	1	20	3	9	1	3	Yadav		2		2	7	6		6	8	10	8	3		10	2	3	2	1	3	3	3
Bihar	PATNA	PATNA	179	10.4.2010  5:42:15 PM	Barh 	1	3	3	3	2	2	2	2	2		3	1	19	0	5	5		5	2	10	8		0		2	35	4	2	0	5	Muslim		2	2	2	0	1		10	10	2	5				3	3	4	8	3	7	1
Bihar	MAGADH	BHAGALPUR 	156	10.4.2010  12:33:58 PM	Bhagalpur 	1	1	1	1	1	1	2	2	1	3	1	4	11	4	7	8	4	0	10	5	7	5	5	5	1	35	6	6	5	3	BANIYA	1	1	1	1	2	2	2	0	5	8	6	0	10	5	1	1	2	0	3	0	1
Bihar	MAGADH	BANKA	163	10.6.2010  11:00:12 AM	Belhar 	1	1	1	1	1	1	1	2	1	1	1	0	11	7	9	3	5	5	4	8	7	5	5	6	1	35	4	6	6	3	Yadav	2	2	4		8	9	1	8	1	8	8	2		7	1	1	2	0	14	3	3
Bihar	MAGADH	AURANGABAD	224	10.4.2010  5:03:39 PM	Rafiganj 	1	1	3	1	1	1	3	3	2	3	1	4	11	1	5	3	8	7	7	3	2	5	4	3	1	25	2	9	3	1	paswan	2	2		2	8	5	5	5	6	5	7	3	5	6	1	1	1	1	9	3	3
Bihar	MITHLANCHAL	PURNIA	56	10.5.2010  6:28:42 PM	Amour 	1	1	1	1	1	1	1	1	1	1	1	1	11	--	8	6	7	8	7	4	10	5	6	6	1	25	7	8	4	3	obc	2	2	2	2	8	10	5	9	5	10	8	6	7	7	1	1	2	0	8	3	3
Bihar	MITHLANCHAL	PURNIA	59	10.5.2010  9:20:42 AM	Banmankhi (SC) 	2	3	2	3	2	1	1	3	1	3	3	1	12	2	0	5	4	5	4	5	10	6	10	6	1	34	4	3	2	1	paswan	6	6	6		7	7	4	9	10	8	4	6	8	7	1	3	4	4		4	3
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	1	3	3	1	1	3	2	1	3	1	1	17	5	3	2	8	0	10	0	1	0	5	0	1	43	5	8	3	4	Brahmin	4	6	2	6	2	1	1	10	0	5	5	0	0	10	1	1	2	4	9	1	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	95	10.4.2010  3:39:19 PM	Kanti 	1	1	3	1	1	1	1	1	1	1	1	1	11	4	10	10	5	5	9	8	10	10	10	9	1	34	6	6	5	3	Dhobi	2	2	4	6	8	7	5	10	8	8	10	4	8	2	1	1	2	0	3	3	1
Bihar	PATNA	NALANDA 	175	10.4.2010  5:06:10 PM	Hilsa 	1		1	1	1	1	1	1	1	1	1	1	11	0	10	6	8	8	7	0	9	5	5	4	1	27	3	3	1	3	Kurmi 		2			7	9	4		7	10	10	5	6	8	1	0	2	1	9	5	3
Bihar	MITHLANCHAL	VAISHALI 	128	10.6.2010  1:53:39 PM	Raghopur 	1	2	2	1	1	1	1	1	1	1	1	0	11	0	8	6	8	8	6	2	5	2	2	10	1	22	5	1	2	3	KANU	2	2			6	4				4	7	2	7	5	1	1	1	0	3	3	3
Bihar	BHOJPUR	BHOJPUR	197	10.6.2010  11:16:00 AM	Jagdishpur 	1	1	1	1	1	1	1	1	1	3	1	4	11	4	6	7	6	7	6	3	6	3	3	2	1	31	6	7	2	1	chamar		2		2	7	7	8	6	8	7	7	3	7	6	1	0	2	7	99	3	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	4	10.4.2010  1:12:28 PM	Bagaha 	1	2	2	1	1	1	2	2	1	1	1	4	11	0	10	9	8	9	8	2	8	10	8	9	1	18	5	1	4	3	KESARI		2		2	7	5		2	9	10	10	2	6	3	1	1	2	7	3	3	3
Bihar	BHOJPUR	GOPALGANJ 	101	10.4.2010  12:13:47 PM	Gopalganj 	1	1	2	3	1	1	1	2	1	3	2	1	12	5	8			5	5	0				3	1	22	6	0	4	4	dube	1	4	2	2	8	8		5		5	5	0	0	5	2	1	2	0	9	3	1
Bihar	MITHLANCHAL	VAISHALI 	123	10.4.2010  2:28:12 PM	Hajipur 	1	1	1	1	1	1	1	2	1	1	1	2	11	4	10	10	9	9	9	5	10	7	7	9	1	55	4	6	4	1	paswan	2	2		1	6	8	10	9	9	10	10	9	10	10	1	1	2	0	9	3	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	2	3	1	1	3	3	1	2	3	1	4	19	2	6	5	5	2	2	4	5	6	2	2	1	35	5	8	4	4	srivastava	2		6	1	8	6	6	10	8	4	5	2	6	8	1	0	2	5	1	2	1
Bihar	MITHLANCHAL	PURNIA	62	10.4.2010  10:32:07 AM	Purnia 	1	1	2	1	1	1	3	3	2	3	1	1	11	5	8	5	8	9	3	4	7	9	9	7	1	36	5	7	5	4	Bhumihar	1	1	1	1	7	8	4	8	6	8	8	6	9	3	1	1	3	6	9	1	1
Bihar	MAGADH	Gaya	226	10.4.2010  3:42:50 PM	Sherghati 	1	1	1	3	1	1	1	1	1	1	1	4	11	5	9		7	8		5	6	7	8		1	30	3	3	1	3	Yadav	2	2	2	2	7	6	4	8	5	9	10	0	0		1	1	2	0	99	3	3
Bihar	BHOJPUR	SIWAN	110	10.5.2010  2:20:36 PM	Barharia 	1	1	3	1	1	1	1	1	1	1	1	4	12	5	10		9	10	10	0	6	10	10	5	1	53	6	7	1	3	KUSWAHA	2	2	2	2	6	6	6	5	9	9	9	0	0	0	1	1	2	4	3	3	2
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	1	1	1	1	1	1	1	1		1	0	11	0	8	9	10	7		3	7	2	0		1	30	4	8	3	4	Bengali	1	1	1	1	4	5		4		10	10	0			1	0	2	0	3	2	1
Bihar	MITHLANCHAL	DARBHANGA	87	10.4.2010  4:48:12 PM	Jale 	1	1	1	1	1	1	1	1	1	1	1	6	11	3	8	5	1	1	6	2	5	5	3	2	1	18	7	1	1	3	sahani	1	1	5	1	8	8	2	5	8	5	5	3	6	8	1	1	2	1	1	2	3
Bihar	MAGADH	BHAGALPUR 	152	10.5.2010  10:48:47 AM	Bihpur 	1	1	2	1	1	1	1	1	1	1	1	1	11	0	10	10	10	10	2	1	0	0	0	0	--	25	2	9	3	3	PANDIT	2	4		4	10	10	2	3	5	10	10	0	1	10	1	1	2	1	9	3	3
Bihar	MAGADH	AURANGABAD	221	10.4.2010  5:15:18 PM	Nabinagar 	3	2	3	2	1	2	3	1	2	3	2	2	11	2	5					5					1	36	3	3	2	4	RAJPOOT	1	6	1	6	8	5	5	5							2	0		0	9	1	3
Bihar	MITHLANCHAL	SUPAUL	43	10.4.2010  5:17:46 PM	Supaul 	1	1	2	1	1	1	1	1	1	1	1	1	11	3	10	5	10	10	10				10	2	1	25	4	1	5	4	Brahmin		2	2	2	8	8		7	9	10	10	2	5	6	1	1	2	1	3	2	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	3	2	1	1	1	3	1	1	2	1	4	11	4	10	10	10	8	10	0	2	0	5	5	1	46	5	8	5	3	Kurmi 	1	1	1	1	5	3	5	0	0	7	7	0	0	5	1	0	2	3	99	7	1
Bihar	MITHLANCHAL	SAMASTIPUR	139	10.4.2010  6:04:00 PM	Rosera (SC) 	1	2	2	2	1	1	3	1	1	2	2	1	11	5	6		7	7		8	7	5	7		1	35	1	8	3	3	KANU	2	2	2	6	7	8		8		7	7	7	3	8	2	1	2	3	9	3	1
Bihar	MITHLANCHAL	SAMASTIPUR	131	10.4.2010  11:17:44 AM	Kalyanpur (SC) 	1	1	1	1	1	1	1		1		1	2	11	0											1	28	2	9	1	3	KUSWAHA	4		4												2	1	1	0	8	0	2
Bihar	MAGADH	NAWADA 	237	10.4.2010  12:00:44 PM	Nawada 	1	2	2	1	1	1	1	1		1	1	0	11	0	9		8	8	5	5	5	8	8	5	1	40	3	8	2	3	TELI	1		1	1	7	7		8	6	9	9	7	8	6	1	0	2	0	4	3	3
Bihar	MITHLANCHAL	SITAMARHI 	24	10.5.2010  11:20:22 AM	Bathnaha (SC) 	1	2	2	1	1	1	1	2	1	1	1	1	11	5	6	0	2	2	5	0	5	5	5	8	1	32	3	7	2	4	CALWAR	5	2	2	6	10	10	7	7	2	7	6	0	0	0	1	1	2	0	8	1	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	3	1	1	1	1	0	11	5	6	5	2	6	5	0	3	7	4	2	1	59	5	6	5	1	paswan	2	2	2	6	5	2	0	8	2	5	7	2	5	3	2	0	2	0		1	1
Bihar	PATNA	PATNA	181	10.4.2010  4:09:58 PM	Digha 	1	1	1	1	2	1	1		1		1	4	11	4	10	8	9	10		5	5	10	7	9	2	28	5	2	0	4	Bhumihar	1	1	2			10	5	9	0	10	10	5	6	0	1	1	2	0	1	3	1
Bihar	BHOJPUR	SIWAN	110	10.5.2010  2:20:36 PM	Barharia 	1	2	2	1	1	1	3	1	1	3	1	4	11	4	10	5	6	7	7	0	3	4	4	3	1	50	6	7	4	3	obc	2	2	2	2	4	5	6	6	6	10	10	0	6	6	1	1	2	8	9	3	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	2	1	3	3	3	3	1	3	3	3	0	12	1	6	7	9	9	8	9	7	5	6	4	1	32	4	0	2	5	Muslim	4		4		9	6	4	10	4	6	7	9	3	1	3	1	4	5	99	1	3
Bihar	BHOJPUR	ROHTAS 	207	10.4.2010  11:55:04 AM	Chenari (SC) 	1	3	1	1	1	1	1	1	1	1	1	2	11	1	10	10	10	10	10	0	7	5	5	5	1	32	7	8	5	4	RAJPOOT	2	2	2	2	10	10	5	5	5	10	10	2	10	10	1	1	2	0	4	3	1
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	1	2	1	1	1	2	1	1	1	3	1	4	11	4	10	10	10	10	10	0	0	2	0	0	1	40	5	8	4	4	Brahmin	1	1	1	6	5	5	5			10	10	0	5	5	1	1	2	0		3	1
Bihar	MITHLANCHAL	VAISHALI 	125	10.4.2010  10:41:54 AM	Vaishali 	1	1	1	1	1	1	1	1	1	1	1	2	11	1	5	4	2	4	2	4	3	2	3	3	1	36	2	3	1	4	Brahmin	1	2	2	1	3	4	2	10	10	10	10	10	3	4		1	2	1	3	1	1
Bihar	BHOJPUR	Siwan	106	10.6.2010  1:58:54 PM	Ziradei 	1	2	2	1	1	1	1	1	1	1	1	1	12	5	10	1	10	10	10		10	9	6	2	1	35	5	8	4	3	Yadav	2	2	2	2	10	10		10		10	10	4		0	1	1	2	4	9	3	3
Bihar	PATNA	PATNA	179	10.4.2010  5:42:15 PM	Barh 	1	1	1	1	1	1	1	1	1	3	1	4	11	4	10	10	1	6	6	3	6	1	7	7	1	53	5	6	5	4	RAJPOOT	2	2	2	6	10	10	9	10	9	9	9	0	9	10	1	1	2	0	9	3	3
Bihar	MAGADH	JAHANABAD 	216	10.4.2010  2:02:20 PM	Jehanabad 	1	2	1	2	3	1	3	3	1	1	1	2	11	4	8	6	8	8		0	6	1			1	52	4	3	0	4	Bhumihar	2	2	7	7	8	8		9		8	8	0	9	0	1	1	2	0	9	1	3
Bihar	BHOJPUR	SIWAN	110	10.5.2010  2:20:36 PM	Barharia 	1	2	2	1	1	1	1	3	1	3	1	2	19	6	6	6	2	5	5	2	6	6	3	6	1	60	6	7	3	3	Kurmi 	7	2	7	2	4	6	6	4	5	6	7	3	7	2	1	1	4	6	14	7	3
Bihar	MITHLANCHAL	KISHANGANJ	54	10.5.2010  3:38:28 PM	Kishanganj 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	10	8	8	7	5	7	8	8	9	1	25	3	8	3	5	Muslim	6	6	1	6	10	10	7	9	7	7	9	7	3	0	1	1	2	9	9	1	1
Bihar	MITHLANCHAL	MUZAFFARPUR 	93	10.4.2010  3:24:28 PM	Kurhani 	1	1	2	3	1	1	1	1	1	2	1	1	11	5	8	6	6	6	7	6	8	6	7	8	1		3	7	2	3	BANIYA	2		6	6	9	9	9	9	7	7	7	5	7	3	1	1	1	6	14	3	3
Bihar	BHOJPUR	GOPALGANJ 	101	10.4.2010  12:13:47 PM	Gopalganj 	1	1	1	1	2	1	3	1	1	1	2	2	12	7	2	5	9	0	7	7	8	6	6	5	1	17	7	1	4	4	RAJPOOT		4		4	7	0	4	0	8	3	5	4	4	0	1	1	3	4	3	7	3
Bihar	PATNA	Patna	186	10.4.2010  12:02:53 PM	Danapur 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	5	2	2	0	1	8	9	7	8	10	1	64	6	0	4	5	Muslim	2	2	2	6	8	8	2	8	2	9	9	1			1	1	2	0	3	3	2
Bihar	MITHLANCHAL	DARBHANGA	83	10.4.2010  12:46:28 PM	Darbhanga 	1	1	1	1		1	1	1	1	1	1	0	11	0											1	18	3	1	1	3	DAS		1			7		5	5	9	9	10		4	6	1	1	2	1		2	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	10	9	10	8	1	3	2	0	4	1	40	5	6	4	4	Bhumihar	2	2	1	1	2	3	9	4	8	10	10	1	9	6	1	1	2	0	3	2	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	1	2	1	1	1	1	1	1	1	1	1	2	11	4	10		10	10		0	2	0			1	50	5	7	0	4	KAYASTHYA	2	2	1	1	6	10	9		9	10	10	0	7	7	1	1	2	0	9	3	1
Bihar	MITHLANCHAL	DARBHANGA	83	10.4.2010  12:46:28 PM	Darbhanga 	1	2	2	3	2	1	3		1	3	2	2	15	2	6	2	7	9	1	8	10	8	7	10	1	18	4	1	3	5	Muslim		6		6	6	9	7	9	8	8	6	1	6	6	3	0	2	4	9	7	1
Bihar	MITHLANCHAL	SITAMARHI 	24	10.5.2010  11:20:22 AM	Bathnaha (SC) 	1	3	3	1	1	1	1	1	1	1	1	4	11	1	10	10	5	5	5	0	5	0	0	2	1	22	3	3	1	4	RAJPOOT	2	2	2	2	5	5	5	5	10	10	5	0	10	5	1	1	2	6	9	3	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	2	1	3	1	1	3	1	2	3	1	5	12	1	4	6	3	6	0	6	7	7	6	7	1	45	5	8	4	3	Yadav	4	4	4	4	7	8	5	8	7	5	4	5	6	5	1	1	2	0	14	4	1
Bihar	MAGADH	AURANGABAD	219	10.4.2010  12:33:34 PM	Goh 	1	3	3	3	1	1	1	1	3	1	3	1	11	4	9	10	8	9	9	2	2	6	8	5	1	50	5	6	2	4	Brahmin	2	2	2	2	8	9	8	9	8	9	9	6	9	9	1	1	2	8	8	1	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	8	10.4.2010  10:29:24 AM	Bettiah 	2	2	2	1	1	1	3	1		3	1	6	11	1	8	8	5	6	8	7	7	9	9	8	1	38	2	3	1	3	Yadav	1		1	4	4	4				7	7		0	3	1	0	2	6	9	0	3
Bihar	MITHLANCHAL	KISHANGANJ	55	10.5.2010  2:40:33 PM	Kochadhaman 	3	2	1	3	2	1	3	2	3	3	1	2	18	5	2	3	0		0	0	0	0		10	1	52	5	8	4	5	Muslim	6	6	6	6	7	9	0	10	0	3	3	2	10	0	1	0	3	4		1	3
Bihar	BHOJPUR	GOPALGANJ 	105	10.4.2010  12:09:42 PM	<--Select-->	3	3	3	3	1	1	3	1	1	3	1	4	11	4	7	6	4	8	7	5	5	7	7	8	1	30	6	7	2	3	Kurmi 		2			7	7	7	6	7	9	10	5	2	0	1	2	2	1		6	3
Bihar	BHOJPUR	GOPALGANJ 	100	10.4.2010  3:54:53 PM	Barauli 	1	1	1	3	1	3	1	2	2	3	1	1	11	5	7	4	5	4	2	8	10	10	8	8	--	50	2	7	2	4	RAJPOOT	2	6	4	6	8	7	5	10	0	5	8	5	0	0	3	1	1	6		3	1
Bihar	#N/A	madhepura		#N/A	bihariganj	1	1	1	1	2	1	1	2	1	1	1	2	11	4	10	8	8	10	5	0	0	5	5	5	1	35	4	7	2	3	teli	2	2	2	2	8	8	8	8	8	10	10	0	8	8	1	1	2	0	8	3	3
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	3	1	3	2	1	1	2	1	1	1	4	11	4	9	7	10	8	8	6	9	8	8	8	1	23	5	1	5	4	RAJPOOT	2	2	1	1	7	8	7	7	8	9	9	5	6	0	1	0	2	0	14	3	3
Bihar	MITHLANCHAL	PURNIA	58	10.4.2010  4:09:14 PM	Kasba 	1	3	1	3	3	1	1	1	3	1	1	0	14	5	10	2	5	10	10	0	5	5	2	5	1	30	5	7	4	3	chorshiya	1		1		10	10	10	0	0	10	10	0	0	0	1	1	3	1	3	0	2
Bihar	PATNA	NALANDA 	175	10.4.2010  5:06:10 PM	Hilsa 	1	3	2	1	1	1	3	2	2	3	3	0	15	2	10	10	2	0		10	8	10	10		1	48	1	3	1	3	Yadav	2		2		10	10		10	0	0	10	10		10	2	0	4	1	14	7	3
Bihar	PATNA	NALANDA 	176	10.6.2010  2:10:31 PM	Nalanda 	1	2	1	1	1	1	3	1	2	3	1	4	11	4	10	10	10	10	10	0	0	5	0	0	1	58	6	6	7	3	Kurmi 	1	1	1	1	5	6	8	5	6	6	10	0	4	3	1	1	2	8	1	7	2
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	2	2	1	1	2	1	1	1	1	2	1	11	4	7	5				4	6				1	25	5	1	5	4	RAJPOOT	1	2	1	2	2	0		0		7	7	5	5	5	1	1	2	7		6	1
Bihar	MITHLANCHAL	PURNIA	61	10.5.2010  10:09:39 AM	Dhamdaha 	1	2	1	1	2	1	1	1	1	1	2	4	11	4	8	6	8	5		2	7	2	5		1	42	4	3	2	4	RAJPOOT	2	2			7	4	7	6	5	8	7	4	8	6	1	0	2	1	99	3	3
Bihar	MITHLANCHAL	MADHEPURA 	71	10.4.2010  12:40:16 PM	Bihariganj 	1	1	3	1	1	1	1	1	3	3	1	1	11	0											1	32	0	9	1	1	st	2	2	2	2											1	1	2	0	99	0	3
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	1	1	1	1	1	3	1	1	1	1	4	11	5	8	8	8	8		5	8	5	7		1	25	7	7	4	4	RAJPOOT	2	2	2	6	7	8	7	8	8	8	8	5	5	0	1	1	2	1	14	6	1
Bihar	PATNA	PATNA	191	10.4.2010  5:29:18 PM	Bikram 	1	3	3	1	1	3	1	1	3	2	1	4	11	4	10	6	7	5	3	5	7	7	7	5	1	41	4	3	1	4	Bhumihar	1	1	2	1	2	4	8	4	7	8	8	3	5	0	2	2	1	6	8	2	3
Bihar	MITHLANCHAL	DARBHANGA	79	10.6.2010  12:32:11 PM	Gaura Bauram 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	7	5	7	8	3	0	3	7	4	3	1	52	6	6	5	4	Brahmin	2	2	2	2	8	9	4	10	7	8	8	2	2	2	1	1	2	8	14	2	3
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	1	1	1	1	1	1	1	1	1	1	0	11	4	10	3	10	8	8	8	8	8	8	8	1	40	3	7	2	3	KUSWAHA	1	6	1	1	5	5		7	10	10	10	8	8	7	1	1	2	0	9	2	3
Bihar	MITHLANCHAL	SAMASTIPUR	135	10.4.2010  11:06:38 AM	Morwa 	1	2	3	3	1	3	3	3	3	3	1	2	12	1	2	2	2	2	2	10	10	10	10	10	1	35	4	0	4	3	Yadav	4	4	4	4	10	10	2	10	2	3	2	8	2	9	3	1	4	4	9	4	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1		1	1	1	4	11	5	8	7	5	4	7	4	3	6	5	8	1	25	5	1	2	1	paswan		6		6	5	4		6	5	7	8	4	8	6	1	1	2	0	3	3	1
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	3	2	1	1	1	1	1	2	1	1	2	12	5	10	5	10	10	10	0	10	10	0	10	2	18	3	2	1	1	MEHTO	2	2	2	2	0	10	0	10	5	10	10	10	0		2	3	4	1	3	7	3
Bihar	MITHLANCHAL	KISHANGANJ	54	10.5.2010  3:38:28 PM	Kishanganj 	1	1	3	1	1	1	1	3	3	1	1	4	11	5	10	10	9	10	10	6	7	7	6	10	1	23	5	1	1	1	babthi	2	2			10	10	7	10	10	10	10	6	9	10	2	1	1	0	3	3	1
Bihar	BHOJPUR	SIWAN	111	10.4.2010  2:27:39 PM	Goriakothi 	1	2	1	3	1	1	1	2	2	1	1	4	12	4	5	8	0	0		2	8	0	0	10	1	34	4	8	0	3	kanu		2			5			5	0	4	4	0	0	0	2	1	2	1	9	3	3
Bihar	MAGADH	BHAGALPUR 	158	10.4.2010  11:10:49 AM	Nathnagar 	1	1	1	1	1	1	1	1	2	1	1	2	11	4	10	0	10	10	5	0	10	5	5	10	1	28	5	8	5	5	Muslim	1	4	1	1	0	0	5	10	10	10	10	1	10	10	2	1	2	6	3	2	1
Bihar	MAGADH	AURANGABAD	221	10.4.2010  5:15:18 PM	Nabinagar 	1	3	3	1	1	1	1	2	2	3	1	0	12	0	5	10	10	10		0	10	10	0		1	30	4	3	3	3	koiri	2	2	2	2	10	10		5	8	5	5	2	5	0	1	0	2	1	9	3	3
Bihar	MAGADH	ARWAL 	215	10.6.2010  12:42:18 PM	Kurtha 	2	2	2	3	1	1	3	2	3	3	2	0	17	1	5	3	2	1	2	8	9	8	9	10	--	34	6	8	2	4	Bhumihar	2	6	4	6	10	10	0	10	2	3	2	6	10	0	2	0	4	5	3	1	3
Bihar	BHOJPUR	KAIMUR (BHABUA)	204	10.5.2010  6:09:17 PM	Mohania (SC) 	1	2	1	1	1	1	1	1	1	1	1	4	11	4	10	6	9	8	7	1	4	4	4	3	1	50	5	8	5	4	Brahmin	2	2	6		8	8	7	7	8	9	9	3	8	2	1	1	2	6		0	3
Bihar	MITHLANCHAL	ARARIA	49	10.4.2010  2:08:43 AM	Araria 	1	1	1	1	1	1	3	1	1	1	1	4	11	5	10	2	10	5	10	1	10	1	10	0	1	39	7	7	6	5	Muslim	5	1	6	6	10	10	10	10	0	10	10	1	0	10	1	1	2	0	1	0	1
Bihar	BHOJPUR	BUXAR 	202	10.4.2010  11:53:54 AM	Rajpur (SC) 	1	3	1	1	1	1	1	1	1	1	1	0	11	4	7	2	7	7	4	4	8	4	4	4	1	54	3	3	3	3	koiri	3		3		7	7	2	8		7	7	4	2	7	1	0	2	0	4	7	3
Bihar	MAGADH	BHAGALPUR 	153	10.4.2010  2:56:40 PM	Gopalpur 	1	3	1	1	1	1	1	1	1	1	1	4	12	4	9	5	5	5	5	1	2	2	2	2	1	30	3	7	1	4	Brahmin	2	2	2	2	5	5	0	3	8	9	9	2	5	0	1	1	1	4	3	3	3
Bihar	MAGADH	MUNGER	164	10.4.2010  3:09:53 PM	Tarapur 	1		2	2	1	1		1	1		1	1	12	0	7	10	8	10	10	9	10	8	5	8	2	20	5	1	1	3	Yadav		2		4	8	10	10	10	8	9	10	0	10	10	1	1	2	4	9	6	3
Bihar	MITHLANCHAL	DARBHANGA	83	10.4.2010  12:46:28 PM	Darbhanga 	1	2	3	2	2	1	1	2	2	2	2	1	11	5	7	5		5	5	3	9		5	6	1	24	5	7	2	3	Sonar	6	6	6	6	7	6	4	8	2	7	7	1	2	2	3	3	4	6	3	1	1
Bihar	PATNA	PATNA	191	10.4.2010  5:29:18 PM	Bikram 	1	3	2	1	2	1	1	2	3	3	2	1	17	2	5	3	3	2	1	8	8	4	8	9	1	37	5	3	2	3	Yadav	2		2	6	8	7	4	8	3	4	5	5	3	3	2	3	1	6	9	1	3
Bihar	MITHLANCHAL	KISHANGANJ	54	10.5.2010  3:38:28 PM	Kishanganj 	1	1	2	1	1	1	1	1	1	1	1	4	11	5	10	8	10	10	9	9	9	9	9	8	1	24	5	1	3	3	SUNDEI	1	1	1	1	0	0	10	8	7	10	10	6	9	0	3	1	2	7	3	2	1
Bihar	MITHLANCHAL	MADHUBANI 	37	10.4.2010  10:25:47 AM	Rajnagar (SC) 	1	1	1	1	1	1	1	1	1	1	1	1	11	0	10	5	5	6	4	7	5	9	5	9	1	34	2	7	2	3	Yadav	1	1	1	1	7	7	7	5	0	10	10	5	5	5	1	1	2	1	14	3	3
Bihar	PATNA	PATNA	181	10.4.2010  4:09:58 PM	Digha 	1	1	1	1	1	1	1	1	2	1	1	2	11	4	10	8	8	10	8	0	0	5	0	2	1	42	7	1	6	4	RAJPOOT	1	4	1	1	5	8	10	8	8	8	10	0	8	8	1	1	2	8	9	3	1
Bihar	BHOJPUR	SIWAN	105	10.4.2010  12:09:42 PM	Siwan 	1	1	3	1	1	1	1	1	1	1	2	0	0	0											1	35	1	3	1	5	Muslim	4		2		10	9	7	8		9	4	8	6	0	1	0	1	0	99	6	3
Bihar	BHOJPUR	SARAN	118	10.5.2010  9:24:58 AM	Chapra 	1	2	1	1	1	1	1	2	2	3	1	1	0	--	--	--	--	--	--	--	--	--	--	--	1	26	5	8	4	4	RAJPOOT	2				6	--	--	--	--	7	8	5	5	5	1	1	2	0	14	0	1
Bihar	BHOJPUR	ROHTAS 	210	10.4.2010  1:00:57 PM	Dinara 	1	1	1	1	1	1	1	1	2	1	1	4	11	5	8	5	5	2	5	5	5	5	5	5	1	30	4	8	4	4	Brahmin	2	2	6	6	8	10	8	8	8	8	8	5	2	2	2	2	2	0	14	7	3
Bihar	MITHLANCHAL	SAMASTIPUR	132	10.4.2010  11:26:55 AM	Warisnagar 	1	1	1	1	1	1	1	1	1	1	1	2	11	4	10	8	9	9	9	3	8	8	8	8	1	21	4	0	4	4	joghi		2		2	7	4	8	7	9	9	10	4	7	6	1	1	2	7		3	1
