"FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.195.PALIGANJ.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Serial no. of polling station"	""	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""
"368"	"203"	"36"	""	""	""	"57"	""	""	""	"3"	""	""	"162"	""	""	""	""	"11"	""	""	"2"	""	""	""	"0"	""	""	""	""	"3"	""	""	"3"	""	""	""	""	"9"	""	""	"8"	""	""	""	"3"	""	""	""	"1"	""	""	""	"5"	""	""	"303"	""	""	""	""	""	""	"303"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"369"	"204"	"37"	""	""	""	"104"	""	""	""	"9"	""	""	"123"	""	""	""	""	"4"	""	""	"2"	""	""	""	"0"	""	""	""	""	"2"	""	""	"5"	""	""	""	""	"10"	""	""	"4"	""	""	""	"3"	""	""	""	"3"	""	""	""	"8"	""	""	"314"	""	""	""	""	""	""	"314"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"370"	"205"	"85"	""	""	""	"53"	""	""	""	"1"	""	""	"23"	""	""	""	""	"1"	""	""	"1"	""	""	""	"2"	""	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	"0"	""	""	"170"	""	""	""	""	""	""	"170"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"371"	"205A"	"24"	""	""	""	"173"	""	""	""	"5"	""	""	"92"	""	""	""	""	"5"	""	""	"6"	""	""	""	"0"	""	""	""	""	"6"	""	""	"3"	""	""	""	""	"15"	""	""	"3"	""	""	""	"4"	""	""	""	"4"	""	""	""	"4"	""	""	"344"	""	""	""	""	""	""	"344"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"372"	"206"	"24"	""	""	""	"203"	""	""	""	"2"	""	""	"133"	""	""	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	""	""	"2"	""	""	"3"	""	""	""	""	"18"	""	""	"20"	""	""	""	"2"	""	""	""	"6"	""	""	""	"8"	""	""	"428"	""	""	""	""	""	""	"428"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"373"	"207"	"10"	""	""	""	"75"	""	""	""	"9"	""	""	"126"	""	""	""	""	"5"	""	""	"1"	""	""	""	"0"	""	""	""	""	"3"	""	""	"0"	""	""	""	""	"6"	""	""	"3"	""	""	""	"0"	""	""	""	"3"	""	""	""	"7"	""	""	"248"	""	""	""	""	""	""	"248"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"374"	"208"	"45"	""	""	""	"51"	""	""	""	"17"	""	""	"154"	""	""	""	""	"30"	""	""	"2"	""	""	""	"4"	""	""	""	""	"6"	""	""	"5"	""	""	""	""	"18"	""	""	"7"	""	""	""	"4"	""	""	""	"3"	""	""	""	"5"	""	""	"351"	""	""	""	""	""	""	"351"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"375"	"209"	"120"	""	""	""	"232"	""	""	""	"12"	""	""	"105"	""	""	""	""	"4"	""	""	"0"	""	""	""	"4"	""	""	""	""	"6"	""	""	"2"	""	""	""	""	"11"	""	""	"7"	""	""	""	"3"	""	""	""	"2"	""	""	""	"5"	""	""	"513"	""	""	""	""	""	""	"513"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"376"	"210"	"67"	""	""	""	"165"	""	""	""	"6"	""	""	"172"	""	""	""	""	"8"	""	""	"4"	""	""	""	"3"	""	""	""	""	"5"	""	""	"4"	""	""	""	""	"28"	""	""	"9"	""	""	""	"3"	""	""	""	"9"	""	""	""	"22"	""	""	"505"	""	""	""	""	""	""	"505"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"377"	"211"	"307"	""	""	""	"48"	""	""	""	"1"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"2"	""	""	""	""	"0"	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"5"	""	""	"367"	""	""	""	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"378"	"Total"	"1192"	""	""	""	"1795"	""	""	""	"92"	""	""	"1551"	""	""	""	""	"98"	""	""	"25"	""	""	""	"20"	""	""	""	""	"48"	""	""	"34"	""	""	""	""	"143"	""	""	"77"	""	""	""	"33"	""	""	""	"42"	""	""	""	"83"	""	""	"5233"	""	""	""	""	""	""	"5233"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"379"	"Till last
round"	"24824"	""	""	""	"19334"	""	""	""	"1021"	""	""	"26398"	""	""	""	""	"2570"	""	""	"474"	""	""	""	"355"	""	""	""	""	"457"	""	""	"1094"	""	""	""	""	"2151"	""	""	"1088"	""	""	""	"631"	""	""	""	"667"	""	""	""	"1345"	""	""	"82409"	""	""	"0"	""	""	""	"82409"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"380"	"Grand
Total"	"26016"	""	""	""	"21129"	""	""	""	"1113"	""	""	"27949"	""	""	""	""	"2668"	""	""	"499"	""	""	""	"375"	""	""	""	""	"505"	""	""	"1128"	""	""	""	""	"2294"	""	""	"1165"	""	""	""	"664"	""	""	""	"709"	""	""	""	"1428"	""	""	"87642"	""	""	"0"	""	""	""	"87642"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"381"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"382"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"383"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"384"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-17
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"385"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"386"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"387"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"388"	"212"	"130"	""	""	""	"186"	""	""	""	"9"	""	""	""	"13"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"4"	""	""	""	"4"	""	""	""	"9"	""	""	"3"	""	""	""	"9"	""	""	""	"11"	""	""	"378"	""	""	""	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""	""	""	""
"389"	"213"	"171"	""	""	""	"25"	""	""	""	"5"	""	""	""	"73"	""	""	""	"80"	""	""	""	"4"	""	""	"3"	""	""	""	""	"2"	""	""	""	"0"	""	""	""	"11"	""	""	""	"1"	""	""	"4"	""	""	""	"3"	""	""	""	"16"	""	""	"398"	""	""	""	""	""	""	""	"398"	""	""	""	""	""	""	""	""	""	""	""	""	""
"390"	"214"	"121"	""	""	""	"38"	""	""	""	"5"	""	""	""	"42"	""	""	""	"49"	""	""	""	"8"	""	""	"5"	""	""	""	""	"3"	""	""	""	"2"	""	""	""	"7"	""	""	""	"3"	""	""	"6"	""	""	""	"2"	""	""	""	"9"	""	""	"300"	""	""	""	""	""	""	""	"300"	""	""	""	""	""	""	""	""	""	""	""	""	""
"391"	"215"	"32"	""	""	""	"119"	""	""	""	"10"	""	""	""	"152"	""	""	""	"36"	""	""	""	"2"	""	""	"6"	""	""	""	""	"8"	""	""	""	"4"	""	""	""	"13"	""	""	""	"8"	""	""	"9"	""	""	""	"3"	""	""	""	"9"	""	""	"411"	""	""	""	""	""	""	""	"411"	""	""	""	""	""	""	""	""	""	""	""	""	""
"392"	"216"	"188"	""	""	""	"197"	""	""	""	"11"	""	""	""	"46"	""	""	""	"11"	""	""	""	"1"	""	""	"1"	""	""	""	""	"3"	""	""	""	"2"	""	""	""	"9"	""	""	""	"4"	""	""	"5"	""	""	""	"4"	""	""	""	"7"	""	""	"489"	""	""	""	""	""	""	""	"489"	""	""	""	""	""	""	""	""	""	""	""	""	""
"393"	"217"	"402"	""	""	""	"63"	""	""	""	"7"	""	""	""	"39"	""	""	""	"7"	""	""	""	"4"	""	""	"4"	""	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	""	"1"	""	""	"3"	""	""	""	"1"	""	""	""	"5"	""	""	"542"	""	""	""	""	""	""	""	"542"	""	""	""	""	""	""	""	""	""	""	""	""	""
"394"	"218"	"103"	""	""	""	"252"	""	""	""	"5"	""	""	""	"34"	""	""	""	"3"	""	""	""	"2"	""	""	"1"	""	""	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	""	"6"	""	""	"3"	""	""	""	"5"	""	""	""	"6"	""	""	"424"	""	""	""	""	""	""	""	"424"	""	""	""	""	""	""	""	""	""	""	""	""	""
"395"	"219"	"244"	""	""	""	"15"	""	""	""	"3"	""	""	""	"69"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	""	"2"	""	""	""	"1"	""	""	""	"5"	""	""	""	"0"	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	"346"	""	""	""	""	""	""	""	"346"	""	""	""	""	""	""	""	""	""	""	""	""	""
"396"	"219A"	"77"	""	""	""	"65"	""	""	""	"8"	""	""	""	"122"	""	""	""	"8"	""	""	""	"2"	""	""	"1"	""	""	""	""	"3"	""	""	""	"5"	""	""	""	"12"	""	""	""	"3"	""	""	"8"	""	""	""	"2"	""	""	""	"8"	""	""	"324"	""	""	""	""	""	""	""	"324"	""	""	""	""	""	""	""	""	""	""	""	""	""
"397"	"220"	"4"	""	""	""	"51"	""	""	""	"2"	""	""	""	"25"	""	""	""	"159"	""	""	""	"2"	""	""	"3"	""	""	""	""	"0"	""	""	""	"3"	""	""	""	"4"	""	""	""	"2"	""	""	"9"	""	""	""	"2"	""	""	""	"1"	""	""	"267"	""	""	""	""	""	""	""	"267"	""	""	""	""	""	""	""	""	""	""	""	""	""
"398"	"221"	"1"	""	""	""	"34"	""	""	""	"0"	""	""	""	"27"	""	""	""	"146"	""	""	""	"3"	""	""	"4"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	"4"	""	""	""	"2"	""	""	""	"1"	""	""	"226"	""	""	""	""	""	""	""	"226"	""	""	""	""	""	""	""	""	""	""	""	""	""
"399"	"222"	"12"	""	""	""	"10"	""	""	""	"1"	""	""	""	"89"	""	""	""	"76"	""	""	""	"0"	""	""	"1"	""	""	""	""	"3"	""	""	""	"3"	""	""	""	"6"	""	""	""	"0"	""	""	"5"	""	""	""	"2"	""	""	""	"2"	""	""	"210"	""	""	""	""	""	""	""	"210"	""	""	""	""	""	""	""	""	""	""	""	""	""
"400"	"223"	"27"	""	""	""	"83"	""	""	""	"0"	""	""	""	"115"	""	""	""	"88"	""	""	""	"2"	""	""	"1"	""	""	""	""	"1"	""	""	""	"3"	""	""	""	"2"	""	""	""	"0"	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	"328"	""	""	""	""	""	""	""	"328"	""	""	""	""	""	""	""	""	""	""	""	""	""
"401"	"224"	"12"	""	""	""	"83"	""	""	""	"1"	""	""	""	"63"	""	""	""	"38"	""	""	""	"1"	""	""	"5"	""	""	""	""	"3"	""	""	""	"4"	""	""	""	"3"	""	""	""	"3"	""	""	"3"	""	""	""	"2"	""	""	""	"2"	""	""	"223"	""	""	""	""	""	""	""	"223"	""	""	""	""	""	""	""	""	""	""	""	""	""
"402"	"Total"	"1524"	""	""	""	"1221"	""	""	""	"67"	""	""	""	"909"	""	""	""	"702"	""	""	""	"31"	""	""	"35"	""	""	""	""	"31"	""	""	""	"33"	""	""	""	"84"	""	""	""	"41"	""	""	"68"	""	""	""	"39"	""	""	""	"81"	""	""	"4866"	""	""	""	""	""	""	""	"4866"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"403"	"Till last
round"	"26016"	""	""	""	"21129"	""	""	""	"1113"	""	""	""	"27949"	""	""	""	"2668"	""	""	""	"499"	""	""	"375"	""	""	""	""	"505"	""	""	""	"1128"	""	""	""	"2294"	""	""	""	"1165"	""	""	"664"	""	""	""	"709"	""	""	""	"1428"	""	""	"87642"	""	""	""	"0"	""	""	""	"87642"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"404"	"Grand
Total"	"27540"	""	""	""	"22350"	""	""	""	"1180"	""	""	""	"28858"	""	""	""	"3370"	""	""	""	"530"	""	""	"410"	""	""	""	""	"536"	""	""	""	"1161"	""	""	""	"2378"	""	""	""	"1206"	""	""	"732"	""	""	""	"748"	""	""	""	"1509"	""	""	"92508"	""	""	""	"0"	""	""	""	"92508"	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"405"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-18
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	"Serial no. of polling station"	""	"DR.USHA VIDYARTHI"	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""
"412"	"225"	""	"1"	""	""	"34"	""	""	""	"2"	""	""	""	"10"	""	""	""	"107"	""	""	""	"2"	""	""	"4"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	"163"	""	""	""	""	""	""	""	"163"	""	""	""	""	""	""	""	""	""	""	""	""	""
"413"	"226"	""	"3"	""	""	"55"	""	""	""	"3"	""	""	""	"5"	""	""	""	"95"	""	""	""	"3"	""	""	"1"	""	""	""	""	"0"	""	""	""	"5"	""	""	""	"2"	""	""	""	"3"	""	""	""	"4"	""	""	"1"	""	""	""	"0"	""	""	"180"	""	""	""	""	""	""	""	"180"	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"227"	""	"29"	""	""	"219"	""	""	""	"7"	""	""	""	"40"	""	""	""	"14"	""	""	""	"2"	""	""	"1"	""	""	""	""	"1"	""	""	""	"0"	""	""	""	"6"	""	""	""	"2"	""	""	""	"1"	""	""	"3"	""	""	""	"6"	""	""	"331"	""	""	""	""	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"228"	""	"178"	""	""	"191"	""	""	""	"7"	""	""	""	"166"	""	""	""	"6"	""	""	""	"1"	""	""	"2"	""	""	""	""	"4"	""	""	""	"1"	""	""	""	"5"	""	""	""	"2"	""	""	""	"0"	""	""	"1"	""	""	""	"3"	""	""	"567"	""	""	""	""	""	""	""	"567"	""	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"229"	""	"17"	""	""	"164"	""	""	""	"2"	""	""	""	"21"	""	""	""	"3"	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	""	"0"	""	""	""	"4"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"212"	""	""	""	""	""	""	""	"212"	""	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"230"	""	"1"	""	""	"231"	""	""	""	"3"	""	""	""	"11"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"5"	""	""	""	"0"	""	""	"0"	""	""	""	"3"	""	""	"256"	""	""	""	""	""	""	""	"256"	""	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"231"	""	"140"	""	""	"20"	""	""	""	"3"	""	""	""	"80"	""	""	""	"5"	""	""	""	"0"	""	""	"2"	""	""	""	""	"2"	""	""	""	"4"	""	""	""	"6"	""	""	""	"8"	""	""	""	"1"	""	""	"1"	""	""	""	"13"	""	""	"285"	""	""	""	""	""	""	""	"285"	""	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"231A"	""	"119"	""	""	"103"	""	""	""	"4"	""	""	""	"84"	""	""	""	"7"	""	""	""	"1"	""	""	"2"	""	""	""	""	"4"	""	""	""	"4"	""	""	""	"18"	""	""	""	"5"	""	""	""	"2"	""	""	"3"	""	""	""	"17"	""	""	"373"	""	""	""	""	""	""	""	"373"	""	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"232"	""	"39"	""	""	"136"	""	""	""	"10"	""	""	""	"105"	""	""	""	"90"	""	""	""	"6"	""	""	"9"	""	""	""	""	"4"	""	""	""	"14"	""	""	""	"23"	""	""	""	"15"	""	""	""	"17"	""	""	"12"	""	""	""	"25"	""	""	"505"	""	""	""	""	""	""	""	"505"	""	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"233"	""	"218"	""	""	"8"	""	""	""	"2"	""	""	""	"1"	""	""	""	"87"	""	""	""	"3"	""	""	"3"	""	""	""	""	"0"	""	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	""	"6"	""	""	"3"	""	""	""	"10"	""	""	"347"	""	""	""	""	""	""	""	"347"	""	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"234"	""	"62"	""	""	"218"	""	""	""	"9"	""	""	""	"10"	""	""	""	"17"	""	""	""	"4"	""	""	"4"	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"4"	""	""	""	"8"	""	""	""	"5"	""	""	"11"	""	""	""	"14"	""	""	"368"	""	""	""	""	""	""	""	"368"	""	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"235"	""	"64"	""	""	"278"	""	""	""	"12"	""	""	""	"14"	""	""	""	"11"	""	""	""	"1"	""	""	"4"	""	""	""	""	"0"	""	""	""	"2"	""	""	""	"8"	""	""	""	"4"	""	""	""	"2"	""	""	"0"	""	""	""	"3"	""	""	"403"	""	""	""	""	""	""	""	"403"	""	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"236"	""	"23"	""	""	"92"	""	""	""	"6"	""	""	""	"85"	""	""	""	"21"	""	""	""	"2"	""	""	"2"	""	""	""	""	"3"	""	""	""	"5"	""	""	""	"19"	""	""	""	"9"	""	""	""	"2"	""	""	"6"	""	""	""	"12"	""	""	"287"	""	""	""	""	""	""	""	"287"	""	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"237"	""	"73"	""	""	"223"	""	""	""	"6"	""	""	""	"75"	""	""	""	"4"	""	""	""	"1"	""	""	"0"	""	""	""	""	"3"	""	""	""	"1"	""	""	""	"13"	""	""	""	"3"	""	""	""	"2"	""	""	"3"	""	""	""	"6"	""	""	"413"	""	""	""	""	""	""	""	"413"	""	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"Total"	""	"967"	""	""	"1972"	""	""	""	"76"	""	""	""	"707"	""	""	""	"467"	""	""	""	"27"	""	""	"34"	""	""	""	""	"23"	""	""	""	"42"	""	""	""	"110"	""	""	""	"66"	""	""	""	"42"	""	""	"45"	""	""	""	"112"	""	""	"4690"	""	""	""	""	""	""	""	"4690"	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"427"	"Till last
round"	""	"27540"	""	""	"22350"	""	""	""	"1180"	""	""	""	"28858"	""	""	""	"3370"	""	""	""	"530"	""	""	"410"	""	""	""	""	"536"	""	""	""	"1161"	""	""	""	"2378"	""	""	""	"1206"	""	""	""	"732"	""	""	"748"	""	""	""	"1509"	""	""	"92508"	""	""	""	"0"	""	""	""	"92508"	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"428"	"Grand
Total"	""	"28507"	""	""	"24322"	""	""	""	"1256"	""	""	""	"29565"	""	""	""	"3837"	""	""	""	"557"	""	""	"444"	""	""	""	""	"559"	""	""	""	"1203"	""	""	""	"2488"	""	""	""	"1272"	""	""	""	"774"	""	""	"793"	""	""	""	"1621"	""	""	"97198"	""	""	""	"0"	""	""	""	"97198"	""	""	""	""	"0"	""	""	""	""	""	""	""	""
"429"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"430"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
