"X..See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.188...PATNA.WEST.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"	"X..108"	"X..109"	"X..110"	"X..111"	"X..112"	"X..113"	"X..114"	"X..115"	"X..116"	"X..117"	"X..118"	"X..119"	"X..120"	"X..121"	"X..122"	"X..123"	"X..124"	"X..125"	"X..126"	"X..127"	"X..128"	"X..129"	"X..130"	"X..131"	"X..132"	"X..133"	"X..134"
"554"	"191"	""	"0"	""	""	""	"0"	""	""	""	""	""	"176"	""	""	""	""	"47"	""	""	""	"3"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	"230"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"555"	"191A"	""	"1"	""	""	""	"0"	""	""	""	""	""	"163"	""	""	""	""	"24"	""	""	""	"3"	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"198"	""	""	""	""	""	""	""	""	""	""	""	""	""	"198"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"556"	"192"	""	"3"	""	""	""	"2"	""	""	""	""	""	"282"	""	""	""	""	"40"	""	""	""	"22"	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	""	""	"5"	""	""	""	""	""	"2"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""	""	""	""	"367"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"557"	"192A"	""	"7"	""	""	""	"2"	""	""	""	""	""	"280"	""	""	""	""	"25"	""	""	""	"3"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"3"	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	"329"	""	""	""	""	""	""	""	""	""	""	""	""	""	"329"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"558"	"193"	""	"1"	""	""	""	"1"	""	""	""	""	""	"191"	""	""	""	""	"32"	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	"6"	""	""	""	""	""	""	"236"	""	""	""	""	""	""	""	""	""	""	""	""	""	"236"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"559"	"193A"	""	"0"	""	""	""	"0"	""	""	""	""	""	"173"	""	""	""	""	"18"	""	""	""	"5"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"201"	""	""	""	""	""	""	""	""	""	""	""	""	""	"201"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"560"	"194"	""	"1"	""	""	""	"3"	""	""	""	""	""	"328"	""	""	""	""	"57"	""	""	""	"5"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"397"	""	""	""	""	""	""	""	""	""	""	""	""	""	"397"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"561"	"195"	""	"2"	""	""	""	"0"	""	""	""	""	""	"62"	""	""	""	""	"168"	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"4"	""	""	""	""	""	""	"240"	""	""	""	""	""	""	""	""	""	""	""	""	""	"240"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"562"	"195A"	""	"1"	""	""	""	"2"	""	""	""	""	""	"99"	""	""	""	""	"69"	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"2"	""	""	""	""	""	""	"177"	""	""	""	""	""	""	""	""	""	""	""	""	""	"177"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"563"	"196"	""	"1"	""	""	""	"1"	""	""	""	""	""	"75"	""	""	""	""	"75"	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	"15"	""	""	""	""	""	""	"171"	""	""	""	""	""	""	""	""	""	""	""	""	""	"171"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"564"	"197"	""	"0"	""	""	""	"3"	""	""	""	""	""	"97"	""	""	""	""	"186"	""	""	""	"16"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	""	"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"565"	"197A"	""	"2"	""	""	""	"1"	""	""	""	""	""	"236"	""	""	""	""	"73"	""	""	""	"11"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	"327"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"566"	"Total"	""	"21"	""	""	""	"17"	""	""	""	""	""	"2567"	""	""	""	""	"866"	""	""	""	"84"	""	""	""	""	"9"	""	""	""	""	""	"6"	""	""	""	""	""	"9"	""	""	""	""	"5"	""	""	""	""	"7"	""	""	""	""	""	""	"19"	""	""	""	""	""	"7"	""	""	""	""	""	""	"41"	""	""	""	""	""	""	"3658"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"3658"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"567"	"Till last round"	""	"-1019"	""	""	""	"-1016"	""	""	""	""	""	"-70198"	""	""	""	""	"-17304"	""	""	""	"-5374"	""	""	""	""	"-361"	""	""	""	""	""	"-289"	""	""	""	""	""	"-320"	""	""	""	""	"-656"	""	""	""	""	"-286"	""	""	""	""	""	""	"-1948"	""	""	""	""	""	"-349"	""	""	""	""	""	""	"-829"	""	""	""	""	""	""	"-99949"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"-99949"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"568"	"Grand Total"	""	"1040"	""	""	""	"1033"	""	""	""	""	""	"72765"	""	""	""	""	"18170"	""	""	""	"5458"	""	""	""	""	"370"	""	""	""	""	""	"295"	""	""	""	""	""	"329"	""	""	""	""	"661"	""	""	""	""	"293"	""	""	""	""	""	""	"1967"	""	""	""	""	""	"356"	""	""	""	""	""	""	"870"	""	""	""	""	""	""	"103607"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"103607"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"569"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"570"	"Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"571"	"Returning  Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"572"	"( Signature & Seal)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"573"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 188 - PATNA WEST ASSEMBLY CONSTITUNECY
ROUND-25
PART 1
(To be used both for Parliamentary and Assembly elections) Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"574"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 188 PATNA WEST"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"575"	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of Valid Votes"	""	""	""	""	""	""	"No. of rejected votes"	""	""	""	""	""	""	"Total"	""	""	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"576"	"Serial no. of polling station"	""	"Anita Kumari"	""	""	""	"Ashok Kumar
Yadav"	""	""	""	""	""	"Navin Kishor Pd.
Sinha"	""	""	""	""	"Rajesh Kumar
Sinha"	""	""	""	"Satyanand Sharma"	""	""	""	""	"Vikash Chandra"	""	""	""	""	""	"Shila Devi"	""	""	""	""	""	"ShriKant Singh"	""	""	""	""	"Santosh Kumar"	""	""	""	""	"Anil Kumar Sinha"	""	""	""	""	""	""	"Kavi Kumar"	""	""	""	""	""	"Baidyanath Prasad"	""	""	""	""	""	""	""	"Suresh Kumar"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"577"	"198"	""	"0"	""	""	""	"7"	""	""	""	""	""	"171"	""	""	""	""	"120"	""	""	""	"59"	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	""	""	"8"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"5"	""	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""	""	""	""	"378"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"578"	"198A"	""	"1"	""	""	""	"1"	""	""	""	""	""	"209"	""	""	""	""	"63"	""	""	""	"15"	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"2"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"8"	""	""	""	""	""	"305"	""	""	""	""	""	""	""	""	""	""	""	""	""	"305"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"579"	"199"	""	"0"	""	""	""	"2"	""	""	""	""	""	"115"	""	""	""	""	"35"	""	""	""	"24"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	""	"6"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"4"	""	""	""	""	""	"190"	""	""	""	""	""	""	""	""	""	""	""	""	""	"190"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"580"	"199A"	""	"0"	""	""	""	"3"	""	""	""	""	""	"77"	""	""	""	""	"13"	""	""	""	"13"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"5"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"0"	""	""	""	""	""	"112"	""	""	""	""	""	""	""	""	""	""	""	""	""	"112"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"581"	"200"	""	"1"	""	""	""	"1"	""	""	""	""	""	"191"	""	""	""	""	"117"	""	""	""	"20"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"10"	""	""	""	""	""	"344"	""	""	""	""	""	""	""	""	""	""	""	""	""	"344"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"582"	"201"	""	"2"	""	""	""	"2"	""	""	""	""	""	"340"	""	""	""	""	"44"	""	""	""	"7"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"3"	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"403"	""	""	""	""	""	""	""	""	""	""	""	""	""	"403"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"583"	"202"	""	"1"	""	""	""	"2"	""	""	""	""	""	"232"	""	""	""	""	"34"	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"274"	""	""	""	""	""	""	""	""	""	""	""	""	""	"274"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"584"	"202A"	""	"2"	""	""	""	"2"	""	""	""	""	""	"178"	""	""	""	""	"47"	""	""	""	"6"	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"2"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"1"	""	""	""	""	""	"242"	""	""	""	""	""	""	""	""	""	""	""	""	""	"242"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"585"	"203"	""	"4"	""	""	""	"3"	""	""	""	""	""	"156"	""	""	""	""	"81"	""	""	""	"21"	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"7"	""	""	""	""	""	"279"	""	""	""	""	""	""	""	""	""	""	""	""	""	"279"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"586"	"204"	""	"1"	""	""	""	"3"	""	""	""	""	""	"228"	""	""	""	""	"69"	""	""	""	"2"	""	""	""	""	"2"	""	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"313"	""	""	""	""	""	""	""	""	""	""	""	""	""	"313"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"587"	"204A"	""	"4"	""	""	""	"4"	""	""	""	""	""	"163"	""	""	""	""	"37"	""	""	""	"1"	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"3"	""	""	""	""	""	"213"	""	""	""	""	""	""	""	""	""	""	""	""	""	"213"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"588"	"205"	""	"4"	""	""	""	"3"	""	""	""	""	""	"369"	""	""	""	""	"33"	""	""	""	"9"	""	""	""	""	"0"	""	""	""	""	""	"1"	""	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	"0"	""	""	""	""	""	""	"0"	""	""	""	""	""	"0"	""	""	""	""	""	""	""	"5"	""	""	""	""	""	"424"	""	""	""	""	""	""	""	""	""	""	""	""	""	"424"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"589"	"206"	""	"4"	""	""	""	"0"	""	""	""	""	""	"231"	""	""	""	""	"116"	""	""	""	"4"	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	"2"	""	""	""	""	"1"	""	""	""	""	"1"	""	""	""	""	""	""	"1"	""	""	""	""	""	"2"	""	""	""	""	""	""	""	"7"	""	""	""	""	""	"372"	""	""	""	""	""	""	""	""	""	""	""	""	""	"372"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"590"	"207"	""	"2"	""	""	""	"12"	""	""	""	""	""	"189"	""	""	""	""	"129"	""	""	""	"13"	""	""	""	""	"3"	""	""	""	""	""	"0"	""	""	""	""	""	"2"	""	""	""	""	"5"	""	""	""	""	"2"	""	""	""	""	""	""	"7"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"6"	""	""	""	""	""	"371"	""	""	""	""	""	""	""	""	""	""	""	""	""	"371"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"591"	"Total"	""	"26"	""	""	""	"45"	""	""	""	""	""	"2849"	""	""	""	""	"938"	""	""	""	"195"	""	""	""	""	"14"	""	""	""	""	""	"8"	""	""	""	""	""	"13"	""	""	""	""	"15"	""	""	""	""	"9"	""	""	""	""	""	""	"33"	""	""	""	""	""	"14"	""	""	""	""	""	""	""	"61"	""	""	""	""	""	"4220"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"4220"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"592"	"Till last round"	""	"-1040"	""	""	""	"-1033"	""	""	""	""	""	"-72765"	""	""	""	""	"-18170"	""	""	""	"-5458"	""	""	""	""	"-370"	""	""	""	""	""	"-295"	""	""	""	""	""	"-329"	""	""	""	""	"-661"	""	""	""	""	"-293"	""	""	""	""	""	""	"-1967"	""	""	""	""	""	"-356"	""	""	""	""	""	""	""	"-870"	""	""	""	""	""	"-103607"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"-103607"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"593"	"Grand Total"	""	"1066"	""	""	""	"1078"	""	""	""	""	""	"75614"	""	""	""	""	"19108"	""	""	""	"5653"	""	""	""	""	"384"	""	""	""	""	""	"303"	""	""	""	""	""	"342"	""	""	""	""	"676"	""	""	""	""	"302"	""	""	""	""	""	""	"2000"	""	""	""	""	""	"370"	""	""	""	""	""	""	""	"931"	""	""	""	""	""	"107827"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	"107827"	""	""	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"594"	"Place :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
